Key_0_0,Soil_Type27,Wilderness_Area1,Aspect,Horizontal_Distance_To_Hydrology,Key_1_2
k101943,0,0,56.0,454.0,k326070
k179364,0,0,66.0,450.0,k247548
k114491,0,0,70.0,426.0,k210308
k253259,0,0,63.0,404.0,k196293
k304500,0,0,46.0,382.0,k43712
k290594,0,0,39.0,361.0,k218892
k360691,0,0,44.0,342.0,k59761
k357072,0,0,44.0,324.0,k354104
k63432,0,0,30.0,309.0,k32502
k372656,0,0,28.0,295.0,k265130
k71175,0,0,37.0,285.0,k218180
k420849,0,0,37.0,277.0,k281794
k96159,0,0,61.0,272.0,k218177
k296166,0,0,86.0,270.0,k299239
k135207,0,0,98.0,270.0,k241669
k57383,0,0,108.0,272.0,k156191
k396861,0,0,129.0,277.0,k168685
k357370,0,0,175.0,285.0,k198473
k234209,0,0,151.0,301.0,k360010
k112056,0,0,102.0,300.0,k101158
k173356,0,0,107.0,300.0,k365989
k129142,0,0,117.0,300.0,k273407
k171575,0,0,153.0,300.0,k333937
k186462,0,0,191.0,300.0,k118457
k202007,0,0,175.0,300.0,k76234
k192927,0,0,162.0,295.0,k295635
k74838,0,0,152.0,285.0,k122056
k366950,0,0,138.0,277.0,k246893
k182447,0,0,128.0,272.0,k336436
k380955,0,0,121.0,270.0,k212248
k210489,0,0,120.0,270.0,k297229
k219700,1,0,125.0,270.0,k181370
k293301,1,0,144.0,270.0,k378126
k56251,1,0,175.0,270.0,k161270
k201511,1,0,189.0,270.0,k389244
k29883,1,0,193.0,270.0,k157821
k310213,1,0,185.0,270.0,k341144
k212067,1,0,174.0,270.0,k322734
k421310,1,0,169.0,270.0,k387597
k26545,1,0,165.0,270.0,k416726
k165095,1,0,158.0,270.0,k228750
k240971,1,0,152.0,270.0,k58652
k202133,1,0,147.0,270.0,k169968
k58838,1,0,143.0,270.0,k279467
k417557,1,0,139.0,270.0,k166575
k143238,1,0,139.0,270.0,k96546
k319360,1,0,142.0,272.0,k5113
k382522,1,0,143.0,277.0,k321638
k84615,1,0,146.0,285.0,k281619
k377925,1,0,147.0,295.0,k310404
k389855,1,0,146.0,295.0,k385180
k264889,1,0,145.0,285.0,k50036
k175886,1,0,142.0,277.0,k402251
k258817,1,0,144.0,272.0,k187722
k18221,1,0,152.0,270.0,k379272
k272527,1,0,163.0,270.0,k365970
k95690,1,0,169.0,268.0,k176986
k386962,1,0,168.0,256.0,k326283
k111086,1,0,161.0,247.0,k310339
k163442,1,0,151.0,242.0,k161747
k273025,1,0,138.0,240.0,k214160
k140145,1,0,121.0,240.0,k290201
k284485,1,0,116.0,240.0,k177641
k131408,1,0,117.0,240.0,k11570
k141200,1,0,118.0,240.0,k135720
k97337,1,0,122.0,240.0,k136775
k110563,1,0,126.0,240.0,k160342
k417762,1,0,143.0,240.0,k376768
k260988,1,0,178.0,240.0,k310118
k316020,1,0,182.0,240.0,k345764
k117746,1,0,177.0,240.0,k354529
k296824,1,0,168.0,240.0,k247123
k246491,1,0,152.0,228.0,k162989
k334424,1,0,134.0,201.0,k240949
k282397,1,0,120.0,175.0,k162684
k271518,1,0,115.0,150.0,k264876
k337674,1,0,118.0,127.0,k40777
k299260,1,0,122.0,108.0,k381788
k302144,1,0,123.0,95.0,k183961
k84162,1,0,123.0,85.0,k106585
k19585,1,0,119.0,60.0,k157341
k7649,1,0,105.0,30.0,k272593
k38070,0,0,88.0,0.0,k394551
k406079,0,0,65.0,0.0,k108449
k205824,0,0,338.0,30.0,k196927
k384601,0,0,317.0,60.0,k142955
k5592,0,0,326.0,85.0,k254283
k277832,0,0,328.0,108.0,k70215
k86960,0,0,334.0,134.0,k156296
k181606,0,0,333.0,162.0,k238780
k42744,0,0,327.0,190.0,k327321
k295887,0,0,322.0,218.0,k113676
k130301,0,0,315.0,247.0,k160696
k229248,0,0,308.0,277.0,k112174
k172572,0,0,300.0,306.0,k253174
k225309,0,0,297.0,297.0,k330947
k335254,0,0,301.0,277.0,k219513
k46021,0,0,323.0,255.0,k42586
k58177,0,0,344.0,234.0,k296154
k67518,0,0,347.0,212.0,k100054
k132311,0,0,345.0,190.0,k285355
k319584,0,0,342.0,162.0,k337495
k322075,0,0,347.0,134.0,k365571
k382206,0,0,351.0,108.0,k56333
k272595,0,0,348.0,85.0,k415471
k24878,0,0,349.0,67.0,k244202
k343412,0,0,340.0,42.0,k260502
k94400,0,0,322.0,30.0,k86507
k22444,0,0,305.0,0.0,k393553
k291683,0,0,294.0,30.0,k414468
k40357,0,0,290.0,42.0,k91729
k247256,0,0,288.0,67.0,k402377
k125081,0,0,285.0,85.0,k338048
k418024,0,0,278.0,108.0,k1940
k12728,0,0,272.0,127.0,k356937
k254921,0,0,269.0,150.0,k94943
k286485,0,0,267.0,170.0,k199719
k267658,0,0,265.0,192.0,k347854
k300207,0,0,260.0,216.0,k168622
k159017,0,0,254.0,242.0,k5761
k209403,0,0,251.0,268.0,k166894
k336781,0,0,250.0,295.0,k61838
k353915,0,0,253.0,319.0,k368876
k152844,0,0,254.0,342.0,k182290
k348380,0,0,252.0,366.0,k68334
k135649,0,0,253.0,391.0,k321165
k28362,0,0,255.0,417.0,k213111
k19439,0,0,255.0,443.0,k86667
k288506,0,0,253.0,470.0,k294357
k18528,0,0,249.0,497.0,k311949
k66531,0,0,246.0,524.0,k261775
k305263,0,0,246.0,551.0,k128995
k120582,0,0,248.0,577.0,k80758
k311327,0,0,252.0,604.0,k50759
k224480,0,0,255.0,631.0,k333954
k306091,0,0,258.0,641.0,k170035
k259623,0,0,266.0,648.0,k421492
k255150,0,0,279.0,655.0,k414918
k355217,0,0,294.0,664.0,k320266
k396951,0,0,293.0,659.0,k137952
k232119,0,0,277.0,633.0,k241890
k176910,0,0,273.0,607.0,k242980
k347491,0,0,284.0,582.0,k353221
k386575,0,0,324.0,558.0,k120526
k48511,0,0,8.0,534.0,k214011
k324393,0,0,23.0,511.0,k21199
k374097,0,0,27.0,488.0,k108977
k343848,0,0,24.0,467.0,k208034
k86218,0,0,17.0,446.0,k67167
k145960,0,0,13.0,426.0,k258004
k110337,0,0,4.0,408.0,k403415
k37580,0,0,349.0,391.0,k45639
k29811,0,0,347.0,376.0,k171403
k404943,0,0,349.0,362.0,k247666
k79232,0,0,346.0,351.0,k111365
k359470,0,0,342.0,342.0,k33356
k27311,0,0,338.0,335.0,k340244
k1870,0,0,340.0,331.0,k302092
k180265,0,0,339.0,330.0,k25475
k100846,0,0,333.0,331.0,k219565
k304912,0,0,334.0,335.0,k418768
k126319,0,0,337.0,342.0,k307700
k374732,0,0,337.0,351.0,k48734
k217262,0,0,330.0,362.0,k121673
k191706,0,0,324.0,376.0,k388975
k282893,0,0,328.0,391.0,k101168
k78649,0,0,329.0,408.0,k279216
k341125,0,0,319.0,426.0,k246473
k169391,0,0,315.0,446.0,k110808
k311299,0,0,321.0,467.0,k144861
k85018,0,0,328.0,488.0,k284975
k349111,0,0,329.0,511.0,k243115
k175875,0,0,328.0,534.0,k5749
k358413,0,0,320.0,558.0,k252154
k271601,0,0,315.0,582.0,k40649
k293895,0,0,315.0,607.0,k240487
k194199,0,0,323.0,633.0,k45695
k25207,0,0,296.0,201.0,k217932
k287109,0,0,291.0,228.0,k243389
k400158,0,0,289.0,256.0,k234766
k130458,0,0,291.0,283.0,k249829
k39307,0,0,295.0,309.0,k263810
k226248,0,0,296.0,335.0,k326161
k67339,0,0,296.0,362.0,k351448
k157609,0,0,298.0,418.0,k70272
k145062,0,0,299.0,446.0,k176504
k44745,0,0,301.0,474.0,k292882
k289844,0,0,303.0,503.0,k109569
k418722,0,0,306.0,532.0,k46894
k417183,0,0,308.0,560.0,k336750
k225086,0,0,311.0,589.0,k308196
k142255,0,0,72.0,469.0,k30426
k162529,0,0,67.0,446.0,k207999
k368829,0,0,56.0,424.0,k401726
k196482,0,0,31.0,404.0,k14416
k162559,0,0,30.0,382.0,k28775
k155430,0,0,45.0,361.0,k304985
k344406,0,0,53.0,339.0,k104859
k207109,0,0,41.0,319.0,k382833
k197997,0,0,5.0,300.0,k207722
k22203,0,0,330.0,283.0,k351
k355209,0,0,338.0,268.0,k292704
k293444,0,0,14.0,256.0,k160638
k256753,0,0,2.0,247.0,k78109
k187084,0,0,348.0,242.0,k71788
k233395,0,0,336.0,228.0,k408198
k21439,0,0,325.0,216.0,k180262
k335331,0,0,335.0,192.0,k26895
k120387,0,0,353.0,170.0,k345300
k256839,0,0,353.0,150.0,k209352
k73691,0,0,343.0,127.0,k275407
k351347,0,0,30.0,108.0,k233889
k317000,0,0,56.0,85.0,k376112
k71292,0,0,1.0,60.0,k229069
k355413,0,0,330.0,30.0,k47983
k81571,0,0,353.0,0.0,k417123
k256484,0,0,289.0,192.0,k244317
k29286,0,0,289.0,216.0,k116865
k96662,0,0,286.0,234.0,k153890
k120017,0,0,285.0,255.0,k84497
k278485,0,0,285.0,277.0,k376257
k244125,0,0,291.0,300.0,k347592
k363788,0,0,300.0,324.0,k67514
k55417,0,0,305.0,350.0,k134329
k180350,0,0,309.0,376.0,k164872
k218535,0,0,333.0,430.0,k393379
k239696,0,0,355.0,457.0,k244563
k102532,0,0,344.0,485.0,k317702
k258304,0,0,319.0,513.0,k411679
k66309,0,0,311.0,541.0,k293981
k344042,0,0,305.0,569.0,k21737
k357799,0,0,279.0,598.0,k323030
k397000,0,0,253.0,626.0,k2342
k299219,0,0,253.0,655.0,k278375
k333687,0,0,249.0,684.0,k136598
k153247,0,0,201.0,713.0,k116618
k417550,0,0,248.0,742.0,k398447
k351908,0,0,253.0,771.0,k132781
k352541,0,0,198.0,800.0,k92849
k254055,0,0,168.0,830.0,k160845
k143092,0,0,173.0,859.0,k78696
k383266,0,0,191.0,888.0,k55908
k224167,0,0,218.0,914.0,k192595
k242995,0,0,194.0,895.0,k141265
k296866,0,0,135.0,876.0,k294243
k962,0,0,162.0,858.0,k134697
k380316,0,0,0.0,841.0,k76084
k106486,0,0,112.0,824.0,k362578
k166095,0,0,135.0,808.0,k391500
k253890,0,0,152.0,793.0,k390037
k272405,0,0,135.0,778.0,k197273
k332432,0,0,137.0,765.0,k124074
k14561,0,0,148.0,745.0,k90672
k106510,0,0,146.0,726.0,k946
k2036,0,0,131.0,708.0,k79139
k366420,0,0,135.0,674.0,k188219
k102876,0,0,140.0,659.0,k309905
k95014,0,0,147.0,644.0,k301079
k204918,0,0,144.0,631.0,k328937
k70619,0,0,142.0,616.0,k30937
k193618,0,0,142.0,594.0,k325082
k52032,0,0,148.0,573.0,k117962
k416255,0,0,151.0,553.0,k372428
k158193,0,0,149.0,534.0,k82409
k332243,0,0,158.0,516.0,k14468
k356660,0,0,164.0,499.0,k367557
k210611,0,0,145.0,484.0,k258285
k191206,0,0,137.0,467.0,k411550
k250458,0,0,145.0,446.0,k213571
k151254,0,0,145.0,426.0,k6489
k46464,0,0,145.0,408.0,k403322
k362301,0,0,149.0,391.0,k63426
k200860,0,0,145.0,376.0,k145828
k56876,0,0,140.0,362.0,k415026
k314753,0,0,134.0,351.0,k114311
k244566,0,0,140.0,342.0,k58877
k212952,0,0,151.0,335.0,k162649
k83873,0,0,154.0,331.0,k419289
k407319,0,0,164.0,323.0,k384394
k13208,0,0,168.0,313.0,k140198
k168259,0,0,156.0,306.0,k214648
k15582,0,0,150.0,301.0,k311359
k422601,0,0,150.0,295.0,k329934
k153379,0,0,150.0,285.0,k225065
k415221,0,0,143.0,277.0,k15105
k58057,0,0,145.0,272.0,k89852
k198257,0,0,149.0,268.0,k43113
k306036,0,0,141.0,256.0,k388029
k44074,0,0,146.0,247.0,k407440
k343645,0,0,150.0,242.0,k106959
k349263,0,0,139.0,240.0,k246857
k163648,0,0,142.0,228.0,k378323
k195398,0,0,166.0,218.0,k331571
k5030,0,0,167.0,212.0,k116141
k48163,0,0,162.0,210.0,k227701
k221155,0,0,169.0,192.0,k412373
k121219,0,0,168.0,175.0,k302119
k269707,0,0,158.0,162.0,k206287
k352860,0,0,144.0,153.0,k138170
k16582,0,0,135.0,150.0,k23164
k101480,0,0,127.0,153.0,k30664
k281161,0,0,125.0,153.0,k353099
k25371,0,0,135.0,150.0,k422454
k411147,0,0,140.0,134.0,k335240
k76705,0,0,86.0,124.0,k335471
k85117,0,0,37.0,108.0,k164211
k49214,0,0,315.0,95.0,k155118
k362330,0,0,98.0,541.0,k334999
k43896,0,0,97.0,516.0,k83668
k215960,0,0,97.0,492.0,k184273
k385497,0,0,98.0,469.0,k384441
k34785,0,0,99.0,446.0,k393369
k307109,0,0,103.0,424.0,k46104
k399570,0,0,347.0,60.0,k182549
k374783,0,0,342.0,90.0,k90804
k156476,0,0,350.0,120.0,k225792
k152257,0,0,317.0,150.0,k142934
k188440,0,0,295.0,175.0,k134451
k152812,0,0,289.0,201.0,k305599
k320867,0,0,285.0,228.0,k253443
k33285,0,0,283.0,256.0,k195733
k365177,0,0,282.0,285.0,k16059
k376088,0,0,101.0,430.0,k254133
k264807,0,0,96.0,459.0,k368281
k259952,0,0,94.0,457.0,k244589
k113697,0,0,92.0,443.0,k95311
k407098,0,0,90.0,424.0,k32135
k307808,0,0,82.0,404.0,k303914
k389172,0,0,67.0,384.0,k7950
k180248,0,0,68.0,366.0,k251128
k155188,0,0,69.0,350.0,k290886
k123747,0,0,59.0,335.0,k156165
k178753,0,0,66.0,323.0,k44673
k221360,0,0,79.0,313.0,k299998
k167972,0,0,86.0,306.0,k363149
k230519,0,0,95.0,301.0,k83118
k340382,0,0,100.0,300.0,k299426
k208328,0,0,105.0,300.0,k352858
k340734,0,0,111.0,301.0,k286544
k357631,0,0,129.0,295.0,k238720
k205797,0,0,186.0,285.0,k132259
k105648,0,0,208.0,277.0,k256215
k355224,0,0,184.0,272.0,k147747
k376571,0,0,137.0,270.0,k322062
k127779,0,0,124.0,270.0,k210315
k185554,0,0,128.0,270.0,k370328
k180178,0,0,149.0,270.0,k132890
k145946,0,0,174.0,270.0,k202663
k413771,0,0,172.0,270.0,k394830
k168982,0,0,166.0,268.0,k352090
k177997,0,0,160.0,256.0,k385136
k155951,0,0,149.0,247.0,k332422
k85945,0,0,138.0,242.0,k3577
k271084,1,0,129.0,240.0,k316226
k199728,1,0,126.0,240.0,k412132
k200504,1,0,124.0,240.0,k131199
k384602,1,0,137.0,240.0,k100347
k376558,1,0,166.0,240.0,k374512
k228350,1,0,178.0,240.0,k96689
k34571,1,0,184.0,240.0,k284926
k228295,1,0,182.0,240.0,k421424
k224238,1,0,176.0,240.0,k263572
k115772,1,0,169.0,240.0,k229198
k23391,1,0,162.0,240.0,k423209
k299915,1,0,156.0,240.0,k269720
k308707,1,0,152.0,240.0,k203866
k49817,1,0,147.0,240.0,k136955
k318165,1,0,138.0,240.0,k165784
k166091,1,0,138.0,240.0,k259834
k280936,1,0,143.0,242.0,k179003
k419842,1,0,145.0,247.0,k157562
k380454,1,0,148.0,256.0,k67511
k277429,1,0,149.0,268.0,k356456
k8644,1,0,144.0,268.0,k214851
k380422,1,0,141.0,256.0,k22225
k23628,1,0,139.0,247.0,k144008
k147354,1,0,141.0,242.0,k208161
k147497,1,0,148.0,240.0,k17214
k357430,1,0,159.0,240.0,k18058
k386880,1,0,169.0,240.0,k423362
k293885,1,0,171.0,228.0,k120938
k342486,1,0,168.0,218.0,k218940
k343277,1,0,161.0,212.0,k197884
k367725,1,0,145.0,210.0,k411403
k330056,1,0,123.0,210.0,k381507
k139578,1,0,116.0,210.0,k46197
k290733,1,0,118.0,210.0,k82963
k214307,1,0,120.0,210.0,k160665
k288056,1,0,122.0,210.0,k227093
k298259,1,0,123.0,210.0,k244626
k35504,1,0,136.0,210.0,k231615
k253231,1,0,167.0,210.0,k46092
k210824,1,0,178.0,210.0,k169625
k360847,1,0,178.0,210.0,k286402
k398594,1,0,171.0,210.0,k361510
k316480,1,0,156.0,201.0,k339682
k174430,1,0,138.0,190.0,k186230
k267801,1,0,125.0,162.0,k88685
k252475,1,0,120.0,134.0,k166133
k325920,1,0,121.0,108.0,k329152
k386577,1,0,124.0,85.0,k323435
k241331,1,0,125.0,67.0,k308420
k320823,1,0,127.0,60.0,k136091
k359310,1,0,128.0,42.0,k102256
k242953,0,0,114.0,30.0,k336794
k33729,0,0,87.0,0.0,k94582
k393231,0,0,52.0,30.0,k282065
k340535,0,0,341.0,42.0,k419598
k208838,0,0,322.0,67.0,k148862
k129722,0,0,326.0,124.0,k346950
k89131,0,0,330.0,150.0,k318712
k120320,0,0,332.0,175.0,k258448
k18694,0,0,329.0,201.0,k216230
k26044,0,0,319.0,256.0,k286712
k296665,0,0,312.0,285.0,k48416
k120445,0,0,304.0,313.0,k389078
k137426,0,0,301.0,319.0,k57385
k348065,0,0,304.0,297.0,k354446
k93126,0,0,317.0,277.0,k34094
k70066,0,0,334.0,255.0,k353820
k246890,0,0,342.0,228.0,k490
k228641,0,0,337.0,201.0,k11599
k316768,0,0,333.0,175.0,k239606
k359290,0,0,345.0,150.0,k208729
k159563,0,0,351.0,127.0,k184088
k134025,0,0,349.0,108.0,k419097
k219551,0,0,352.0,85.0,k336408
k355649,0,0,345.0,60.0,k252996
k359890,0,0,330.0,30.0,k160033
k50883,0,0,312.0,0.0,k302011
k104853,0,0,300.0,0.0,k168523
k125782,0,0,296.0,30.0,k373603
k355351,0,0,293.0,42.0,k165850
k343140,0,0,291.0,67.0,k4562
k107429,0,0,284.0,85.0,k101776
k98637,0,0,276.0,108.0,k227896
k279809,0,0,273.0,127.0,k352185
k283118,0,0,269.0,150.0,k368063
k344287,0,0,265.0,175.0,k357073
k344676,0,0,259.0,201.0,k252023
k324007,0,0,253.0,228.0,k16114
k160590,0,0,252.0,255.0,k111193
k323238,0,0,252.0,277.0,k371531
k362440,0,0,252.0,300.0,k423369
k304228,0,0,252.0,324.0,k135554
k186140,0,0,251.0,350.0,k333297
k215530,0,0,252.0,376.0,k368310
k305534,0,0,253.0,402.0,k419542
k304607,0,0,250.0,430.0,k248396
k389177,0,0,247.0,457.0,k33742
k118504,0,0,245.0,484.0,k279287
k368317,0,0,241.0,510.0,k335599
k317118,0,0,239.0,537.0,k136520
k247128,0,0,239.0,564.0,k376218
k105407,0,0,241.0,591.0,k6364
k134666,0,0,242.0,618.0,k112103
k99544,0,0,241.0,644.0,k251370
k337631,0,0,243.0,671.0,k308892
k102644,0,0,247.0,684.0,k241568
k397636,0,0,248.0,693.0,k324176
k206814,0,0,256.0,674.0,k353792
k106259,0,0,264.0,649.0,k254533
k419219,0,0,268.0,624.0,k382414
k348691,0,0,277.0,600.0,k409626
k27414,0,0,298.0,576.0,k272663
k193470,0,0,344.0,553.0,k356554
k323746,0,0,14.0,531.0,k257487
k272723,0,0,18.0,509.0,k202678
k135793,0,0,16.0,488.0,k339939
k195297,0,0,11.0,469.0,k203400
k113239,0,0,8.0,450.0,k221122
k327402,0,0,4.0,433.0,k259052
k371338,0,0,355.0,417.0,k313748
k327944,0,0,352.0,402.0,k314578
k58538,0,0,352.0,390.0,k331639
k28404,0,0,349.0,379.0,k374910
k311098,0,0,342.0,371.0,k391980
k365308,0,0,335.0,365.0,k407477
k23178,0,0,335.0,361.0,k172635
k371494,0,0,336.0,360.0,k56316
k67171,0,0,331.0,361.0,k201745
k24905,0,0,332.0,365.0,k239445
k163902,0,0,337.0,371.0,k226838
k327765,0,0,337.0,379.0,k38103
k390939,0,0,333.0,390.0,k383611
k52962,0,0,329.0,402.0,k37399
k150446,0,0,333.0,417.0,k148755
k194581,0,0,334.0,433.0,k59635
k198546,0,0,326.0,450.0,k97104
k324182,0,0,321.0,469.0,k85428
k11811,0,0,328.0,488.0,k373167
k362035,0,0,336.0,509.0,k398366
k9244,0,0,339.0,531.0,k60420
k75165,0,0,338.0,553.0,k270513
k316743,0,0,330.0,576.0,k32525
k262143,0,0,319.0,624.0,k276106
k417666,0,0,326.0,649.0,k284403
k11205,0,0,302.0,201.0,k247797
k179630,0,0,297.0,228.0,k40651
k156468,0,0,295.0,256.0,k345224
k177920,0,0,295.0,285.0,k152660
k319153,0,0,297.0,313.0,k253876
k184829,0,0,299.0,342.0,k8894
k323112,0,0,297.0,371.0,k17266
k133560,0,0,296.0,400.0,k234714
k117902,0,0,296.0,430.0,k323053
k237022,0,0,298.0,457.0,k38255
k216081,0,0,301.0,485.0,k112109
k287676,0,0,303.0,513.0,k415429
k177742,0,0,304.0,541.0,k65096
k359010,0,0,306.0,569.0,k211852
k270745,0,0,74.0,511.0,k213273
k12632,0,0,70.0,488.0,k389859
k59014,0,0,63.0,467.0,k312739
k158611,0,0,52.0,446.0,k213659
k354005,0,0,27.0,424.0,k329182
k122718,0,0,33.0,404.0,k372066
k160036,0,0,45.0,382.0,k278159
k402191,0,0,44.0,361.0,k361268
k171009,0,0,33.0,342.0,k212844
k135601,0,0,13.0,324.0,k202920
k304974,0,0,333.0,309.0,k238208
k13945,0,0,312.0,295.0,k86791
k366788,0,0,3.0,285.0,k51971
k254796,0,0,358.0,277.0,k320599
k226723,0,0,340.0,268.0,k285887
k8256,0,0,334.0,256.0,k184260
k421094,0,0,325.0,234.0,k238875
k352939,0,0,324.0,212.0,k85765
k340383,0,0,351.0,192.0,k30866
k174125,0,0,356.0,170.0,k272391
k383247,0,0,345.0,150.0,k124762
k31519,0,0,52.0,90.0,k300512
k55095,0,0,355.0,60.0,k387068
k360896,0,0,335.0,30.0,k271171
k127176,0,0,358.0,0.0,k26864
k11579,0,0,333.0,30.0,k44725
k393742,0,0,299.0,192.0,k166114
k195798,0,0,297.0,212.0,k5475
k418742,0,0,291.0,234.0,k355281
k117509,0,0,286.0,258.0,k109706
k285404,0,0,279.0,277.0,k357604
k50839,0,0,272.0,297.0,k230179
k11889,0,0,272.0,319.0,k56523
k298657,0,0,279.0,342.0,k196763
k204529,0,0,287.0,366.0,k188521
k213200,0,0,290.0,391.0,k118836
k282426,0,0,300.0,417.0,k72508
k278562,0,0,354.0,470.0,k319670
k52179,0,0,341.0,497.0,k284080
k173652,0,0,328.0,524.0,k228054
k25667,0,0,318.0,552.0,k177096
k124425,0,0,310.0,579.0,k386126
k423513,0,0,315.0,607.0,k354908
k162051,0,0,265.0,636.0,k209872
k210404,0,0,249.0,664.0,k124941
k159461,0,0,233.0,693.0,k221242
k284818,0,0,232.0,721.0,k400268
k402500,0,0,278.0,750.0,k415653
k145751,0,0,268.0,779.0,k253378
k359778,0,0,180.0,808.0,k398630
k387782,0,0,153.0,837.0,k210139
k48578,0,0,339.0,866.0,k120637
k306135,0,0,330.0,895.0,k283534
k173248,0,0,315.0,892.0,k16673
k125816,0,0,343.0,872.0,k137108
k111901,0,0,13.0,853.0,k188456
k297889,0,0,356.0,834.0,k55226
k76310,0,0,358.0,816.0,k307553
k286826,0,0,34.0,799.0,k165089
k214702,0,0,69.0,782.0,k15826
k393355,0,0,106.0,767.0,k366109
k312321,0,0,121.0,752.0,k340760
k232177,0,0,114.0,738.0,k148736
k151836,0,0,128.0,722.0,k105393
k299156,0,0,135.0,703.0,k310181
k379292,0,0,125.0,684.0,k401934
k172892,0,0,124.0,666.0,k29094
k422886,0,0,131.0,649.0,k329557
k351279,0,0,132.0,633.0,k53209
k126534,0,0,136.0,618.0,k75616
k274526,0,0,138.0,604.0,k284586
k83568,0,0,140.0,591.0,k50824
k21257,0,0,143.0,573.0,k49057
k335475,0,0,148.0,552.0,k414664
k255125,0,0,149.0,531.0,k229435
k228934,0,0,147.0,511.0,k33998
k17274,0,0,156.0,492.0,k403666
k362898,0,0,163.0,474.0,k230307
k297771,0,0,150.0,458.0,k213644
k363557,0,0,137.0,443.0,k344135
k394123,0,0,141.0,424.0,k8697
k411641,0,0,147.0,404.0,k310512
k400329,0,0,155.0,384.0,k325432
k127212,0,0,159.0,366.0,k122379
k49197,0,0,141.0,350.0,k383681
k929,0,0,132.0,335.0,k275257
k75724,0,0,128.0,323.0,k324444
k37724,0,0,123.0,313.0,k90639
k188712,0,0,122.0,306.0,k80863
k126340,0,0,132.0,301.0,k331313
k253144,0,0,148.0,295.0,k76706
k354948,0,0,159.0,285.0,k17404
k216199,0,0,145.0,277.0,k360532
k296187,0,0,136.0,272.0,k296236
k240509,0,0,144.0,268.0,k297666
k53780,0,0,150.0,256.0,k380790
k355207,0,0,143.0,247.0,k297154
k232643,0,0,141.0,242.0,k274132
k266866,0,0,149.0,240.0,k29612
k292125,0,0,146.0,228.0,k255497
k330692,0,0,152.0,218.0,k113903
k240869,0,0,148.0,212.0,k96815
k98725,0,0,130.0,210.0,k291752
k244877,0,0,135.0,201.0,k356107
k263034,0,0,154.0,190.0,k235260
k180495,0,0,146.0,182.0,k154600
k320869,0,0,151.0,180.0,k405023
k225445,0,0,168.0,170.0,k388471
k134938,0,0,164.0,150.0,k9019
k261969,0,0,155.0,134.0,k137593
k290851,0,0,148.0,124.0,k225716
k73229,0,0,149.0,120.0,k292138
k143531,0,0,135.0,124.0,k171494
k411833,0,0,104.0,124.0,k75630
k29499,0,0,113.0,120.0,k256457
k35895,0,0,174.0,108.0,k205204
k225715,0,0,135.0,95.0,k35776
k215019,0,0,117.0,85.0,k128092
k144283,0,0,96.0,511.0,k111992
k358832,0,0,90.0,488.0,k267903
k198407,0,0,85.0,467.0,k328743
k105852,0,0,346.0,60.0,k209371
k33826,0,0,339.0,90.0,k102720
k13170,0,0,346.0,120.0,k30125
k252498,0,0,326.0,150.0,k162992
k244179,0,0,306.0,180.0,k411599
k404906,0,0,298.0,210.0,k209501
k44536,0,0,295.0,240.0,k416568
k236829,0,0,291.0,268.0,k143861
k313820,0,0,286.0,295.0,k144162
k64477,0,0,152.0,408.0,k289576
k285554,0,0,144.0,437.0,k178400
k310302,0,0,131.0,443.0,k88117
k210585,0,0,119.0,430.0,k87496
k420083,0,0,114.0,417.0,k34568
k99193,0,0,118.0,402.0,k325323
k54910,0,0,133.0,390.0,k157054
k423069,0,0,137.0,376.0,k113901
k126098,0,0,117.0,362.0,k59802
k99614,0,0,107.0,350.0,k23189
k335135,0,0,115.0,335.0,k120932
k203851,0,0,117.0,323.0,k423547
k294292,0,0,118.0,313.0,k9418
k108939,0,0,130.0,306.0,k190168
k22767,0,0,120.0,295.0,k237408
k270477,0,0,112.0,285.0,k359712
k408925,0,0,112.0,277.0,k410840
k133908,0,0,114.0,272.0,k288334
k35918,0,0,127.0,268.0,k130938
k201672,0,0,185.0,256.0,k282205
k199022,0,0,205.0,247.0,k230847
k276313,0,0,185.0,242.0,k169781
k284062,0,0,153.0,240.0,k398714
k158908,0,0,138.0,240.0,k6533
k98443,0,0,139.0,240.0,k21485
k215422,0,0,149.0,240.0,k157393
k26134,0,0,166.0,240.0,k348772
k31966,0,0,171.0,240.0,k19131
k26293,0,0,169.0,240.0,k46122
k279413,0,0,167.0,228.0,k52772
k405456,1,0,157.0,218.0,k279214
k226209,1,0,147.0,212.0,k103939
k80900,1,0,136.0,210.0,k308478
k24737,1,0,130.0,210.0,k116242
k165917,1,0,125.0,210.0,k42806
k348496,1,0,134.0,210.0,k98348
k232863,1,0,158.0,210.0,k282054
k162723,1,0,169.0,210.0,k1815
k353839,1,0,176.0,210.0,k378744
k195853,1,0,181.0,210.0,k210229
k335190,1,0,180.0,210.0,k34774
k381879,1,0,174.0,210.0,k272354
k230920,1,0,165.0,210.0,k18955
k349975,1,0,159.0,210.0,k150565
k282361,1,0,158.0,210.0,k197059
k119278,1,0,150.0,210.0,k190155
k381810,1,0,136.0,210.0,k88404
k220227,1,0,136.0,210.0,k18836
k156076,1,0,143.0,212.0,k30313
k265446,1,0,147.0,218.0,k281797
k236531,1,0,150.0,228.0,k310354
k26291,1,0,151.0,240.0,k33653
k338987,1,0,143.0,240.0,k52033
k364577,1,0,135.0,228.0,k92759
k336837,1,0,134.0,218.0,k153510
k166459,1,0,138.0,212.0,k419543
