Key_1_2,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Soil_Type29,Soil_Type4
k106103,2675.0,2296.0,0,0
k364706,2687.0,2266.0,0,0
k155549,2699.0,2236.0,0,0
k312716,2711.0,2207.0,0,0
k200521,2724.0,2177.0,0,0
k5293,2737.0,2147.0,0,0
k305515,2750.0,2117.0,0,0
k46402,2764.0,2088.0,0,0
k169829,2778.0,2058.0,0,0
k392675,2792.0,2028.0,0,0
k361184,2806.0,1998.0,0,0
k350602,2821.0,1969.0,0,0
k290539,2835.0,1939.0,0,0
k117241,2850.0,1909.0,0,0
k326317,2866.0,1879.0,0,0
k8058,2881.0,1850.0,0,0
k273004,2897.0,1820.0,0,0
k85712,2913.0,1790.0,0,0
k240345,2929.0,1761.0,0,0
k139545,2946.0,1731.0,0,0
k419138,2962.0,1702.0,0,0
k249429,2979.0,1672.0,0,0
k303473,2996.0,1642.0,0,0
k219621,3013.0,1613.0,0,0
k312250,3031.0,1583.0,0,0
k35942,3048.0,1554.0,0,0
k418516,3066.0,1524.0,0,0
k382489,3084.0,1495.0,0,0
k284675,3102.0,1465.0,0,0
k347783,3121.0,1436.0,0,0
k207543,3139.0,1406.0,0,0
k387566,3158.0,1377.0,0,0
k272232,3177.0,1347.0,0,0
k98664,3196.0,1318.0,0,0
k362889,3215.0,1289.0,0,0
k141414,3234.0,1259.0,0,0
k54612,3254.0,1230.0,0,0
k5810,3294.0,1172.0,0,0
k11205,3314.0,1142.0,0,0
k301956,3334.0,1113.0,0,0
k140475,3354.0,1084.0,0,0
k185562,3375.0,1055.0,0,0
k148538,2429.0,1205.0,0,0
k221575,2420.0,1177.0,0,0
k361979,2411.0,1148.0,0,0
k310189,2394.0,1092.0,0,0
k337283,2387.0,1064.0,0,0
k81921,2379.0,1036.0,0,0
k399662,2372.0,1008.0,0,0
k26770,2366.0,981.0,0,0
k113115,2359.0,953.0,0,0
k153934,2353.0,926.0,0,0
k249736,2348.0,899.0,0,0
k61243,2343.0,872.0,0,0
k221254,2338.0,845.0,0,0
k10836,2333.0,819.0,0,0
k362511,2329.0,793.0,0,0
k30839,2326.0,767.0,0,0
k354316,2322.0,741.0,0,0
k153635,2320.0,716.0,0,0
k287755,2317.0,691.0,0,0
k131781,2315.0,666.0,0,0
k306232,2313.0,642.0,0,0
k107846,2312.0,618.0,0,0
k292599,2311.0,595.0,0,0
k299616,2310.0,573.0,0,0
k295694,2310.0,552.0,0,0
k170292,2310.0,531.0,0,0
k42107,2311.0,509.0,0,0
k349353,2312.0,488.0,0,0
k9642,2313.0,467.0,0,0
k96184,816.0,1947.0,0,0
k177877,845.0,1972.0,0,0
k114871,874.0,1997.0,0,0
k279694,902.0,2022.0,0,0
k156697,931.0,2048.0,0,0
k81772,960.0,2073.0,0,0
k16165,990.0,2099.0,0,0
k274452,1019.0,2125.0,0,0
k164947,1048.0,2117.0,0,0
k258416,1077.0,2107.0,0,0
k33392,1106.0,2097.0,0,0
k207886,1136.0,2087.0,0,0
k1227,1165.0,2078.0,0,0
k54133,1194.0,2069.0,0,0
k356953,1224.0,2060.0,0,0
k43416,1253.0,2052.0,0,0
k220005,1283.0,2045.0,0,0
k280186,1489.0,2003.0,0,0
k314568,1519.0,1998.0,0,0
k272632,1549.0,1994.0,0,0
k283374,1578.0,1991.0,0,0
k342806,1608.0,1988.0,0,0
k33936,1626.0,1986.0,0,0
k287613,1602.0,1984.0,0,0
k223071,1579.0,1982.0,0,0
k188791,1142.0,1991.0,0,0
k35916,1128.0,1994.0,0,0
k358747,1114.0,1998.0,0,0
k382830,1100.0,2003.0,0,0
k319615,1087.0,2007.0,0,0
k346444,1075.0,2012.0,0,0
k20519,1064.0,2018.0,0,0
k139637,1053.0,2024.0,0,0
k317350,1044.0,2030.0,0,0
k16300,1034.0,2037.0,0,0
k115384,1026.0,2045.0,0,0
k34073,1019.0,2052.0,0,0
k95475,1100.0,2256.0,0,0
k419385,1114.0,2263.0,0,0
k236014,1128.0,2271.0,0,0
k187574,1142.0,2279.0,0,0
k58530,1154.0,2287.0,0,0
k251716,1128.0,2296.0,0,0
k407544,1101.0,2305.0,0,0
k325498,1075.0,2315.0,0,0
k65756,1050.0,2325.0,0,0
k12098,1024.0,2335.0,0,0
k230719,999.0,2346.0,0,0
k415992,973.0,2356.0,0,0
k122627,949.0,2368.0,0,0
k149197,924.0,2379.0,0,0
k199506,900.0,2391.0,0,0
k414498,876.0,2403.0,0,0
k108117,853.0,2416.0,0,0
k297558,830.0,2429.0,0,0
k190655,807.0,2442.0,0,0
k377336,785.0,2455.0,0,0
k69012,764.0,2469.0,0,0
k172934,743.0,2483.0,0,0
k219306,722.0,2497.0,0,0
k224524,703.0,2512.0,0,0
k249170,604.0,2605.0,0,0
k10038,591.0,2621.0,0,0
k74217,579.0,2638.0,0,0
k165107,569.0,2654.0,0,0
k253104,560.0,2672.0,0,0
k231659,553.0,2689.0,0,0
k320789,547.0,2706.0,0,0
k267400,543.0,2724.0,0,0
k183637,541.0,2742.0,0,0
k225042,540.0,2760.0,0,0
k254205,543.0,2797.0,0,0
k84903,547.0,2816.0,0,0
k34927,553.0,2835.0,0,0
k29868,560.0,2854.0,0,0
k41527,569.0,2873.0,0,0
k71982,579.0,2893.0,0,0
k330093,591.0,2912.0,0,0
k214604,604.0,2932.0,0,0
k311549,618.0,2952.0,0,0
k388963,633.0,2973.0,0,0
k16937,649.0,2993.0,0,0
k331178,666.0,3013.0,0,0
k57448,684.0,3034.0,0,0
k206360,703.0,3055.0,0,0
k395350,1289.0,3196.0,0,0
k69902,1316.0,3191.0,0,0
k216976,1343.0,3186.0,0,0
k128557,1371.0,3182.0,0,0
k127961,1398.0,3178.0,0,0
k65946,1426.0,3174.0,0,0
k362826,1454.0,3171.0,0,0
k342346,1482.0,3167.0,0,0
k293794,1510.0,3164.0,0,0
k24585,1538.0,3162.0,0,0
k390410,1566.0,3159.0,0,0
k283119,1594.0,3157.0,0,0
k380993,1622.0,3155.0,0,0
k42230,1651.0,3154.0,0,0
k238251,1679.0,3152.0,0,0
k227542,1708.0,3151.0,0,0
k415919,1736.0,3151.0,0,0
k2417,1765.0,3150.0,0,0
k206367,1793.0,3150.0,0,0
k264557,1822.0,3150.0,0,0
k345735,1851.0,3150.0,0,0
k61736,1879.0,3150.0,0,0
k79247,1908.0,3150.0,0,0
k411341,1937.0,3150.0,0,0
k359620,1966.0,3151.0,0,0
k268905,1994.0,3151.0,0,0
k320650,2023.0,3152.0,0,0
k1150,2052.0,3154.0,0,0
k366088,2081.0,3155.0,0,0
k395841,2460.0,3523.0,0,0
k125242,2460.0,3493.0,0,0
k237737,2461.0,3463.0,0,0
k253470,2462.0,3433.0,0,0
k1042,2463.0,3403.0,0,0
k7703,2465.0,3373.0,0,0
k92835,2467.0,3343.0,0,0
k270661,2469.0,3314.0,0,0
k156050,2472.0,3284.0,0,0
k379965,2475.0,3254.0,0,0
k92118,2478.0,3224.0,0,0
k42624,2482.0,3194.0,0,0
k278376,2486.0,3164.0,0,0
k319970,2491.0,3134.0,0,0
k257720,2496.0,3105.0,0,0
k42710,2501.0,3075.0,0,0
k255673,2506.0,3045.0,0,0
k3673,2512.0,3015.0,0,0
k129870,2516.0,2985.0,0,0
k114528,2520.0,2955.0,0,0
k25762,2525.0,2925.0,0,0
k20478,2530.0,2896.0,0,0
k268807,2536.0,2866.0,0,0
k243206,2542.0,2836.0,0,0
k363430,2548.0,2806.0,0,0
k194201,2554.0,2776.0,0,0
k20982,2561.0,2746.0,0,0
k311452,2568.0,2717.0,0,0
k23269,2576.0,2687.0,0,0
k163923,2584.0,2657.0,0,0
k104521,2592.0,2627.0,0,0
k262431,2601.0,2597.0,0,0
k376236,2609.0,2568.0,0,0
k343935,2618.0,2538.0,0,0
k112635,2628.0,2508.0,0,0
k393395,2638.0,2478.0,0,0
k413059,2648.0,2448.0,0,0
k270415,2658.0,2419.0,0,0
k392978,2669.0,2389.0,0,0
k230745,2680.0,2359.0,0,0
k320416,2691.0,2329.0,0,0
k406267,2702.0,2300.0,0,0
k364058,2714.0,2270.0,0,0
k252541,2726.0,2240.0,0,0
k61020,2739.0,2210.0,0,0
k376216,2751.0,2181.0,0,0
k222742,2764.0,2151.0,0,0
k328035,2777.0,2121.0,0,0
k248123,2791.0,2092.0,0,0
k58377,2804.0,2062.0,0,0
k121939,2818.0,2032.0,0,0
k379728,2832.0,2003.0,0,0
k409389,2847.0,1973.0,0,0
k11474,2862.0,1943.0,0,0
k165105,2876.0,1914.0,0,0
k151839,2892.0,1884.0,0,0
k304056,2907.0,1854.0,0,0
k117630,2922.0,1825.0,0,0
k61617,2938.0,1795.0,0,0
k36505,2954.0,1766.0,0,0
k88652,2971.0,1736.0,0,0
k262459,2987.0,1707.0,0,0
k68414,3004.0,1677.0,0,0
k395345,3021.0,1648.0,0,0
k174839,3038.0,1618.0,0,0
k240793,3055.0,1589.0,0,0
k386526,3072.0,1559.0,0,0
k160527,3090.0,1530.0,0,0
k163621,3108.0,1500.0,0,0
k58299,3126.0,1471.0,0,0
k338312,3144.0,1442.0,0,0
k25584,3163.0,1412.0,0,0
k393775,3181.0,1383.0,0,0
k335834,3200.0,1354.0,0,0
k357532,3219.0,1324.0,0,0
k349829,3238.0,1295.0,0,0
k237419,3257.0,1266.0,0,0
k132873,3277.0,1237.0,0,0
k64138,3296.0,1208.0,0,0
k49226,3316.0,1179.0,0,0
k130901,3336.0,1150.0,0,0
k244978,3356.0,1121.0,0,0
k42635,3376.0,1092.0,0,0
k280305,3396.0,1063.0,0,0
k238310,3417.0,1034.0,0,0
k194659,3438.0,1006.0,0,0
k314644,3458.0,977.0,0,0
k135273,2457.0,1215.0,0,0
k223465,2448.0,1187.0,0,0
k269422,2440.0,1159.0,0,0
k149377,2431.0,1131.0,0,0
k395464,2423.0,1103.0,0,0
k399124,2416.0,1075.0,0,0
k244575,2408.0,1048.0,0,0
k301668,2401.0,1020.0,0,0
k132492,2395.0,993.0,0,0
k372073,2389.0,966.0,0,0
k71589,2383.0,939.0,0,0
k19039,2377.0,912.0,0,0
k380801,2372.0,886.0,0,0
k365880,2368.0,860.0,0,0
k39041,2363.0,834.0,0,0
k9149,2359.0,808.0,0,0
k121024,2356.0,782.0,0,0
k349342,2352.0,757.0,0,0
k46647,2349.0,732.0,0,0
k203419,2347.0,708.0,0,0
k118391,2345.0,684.0,0,0
k378604,2343.0,661.0,0,0
k297736,2342.0,638.0,0,0
k215559,2341.0,616.0,0,0
k107280,2340.0,594.0,0,0
k419383,2340.0,573.0,0,0
k256921,2340.0,552.0,0,0
k139977,2341.0,531.0,0,0
k282073,2342.0,509.0,0,0
k213443,2343.0,488.0,0,0
k269262,808.0,1931.0,0,0
k272598,837.0,1956.0,0,0
k256241,866.0,1981.0,0,0
k206642,895.0,2007.0,0,0
k8921,924.0,2032.0,0,0
k308716,953.0,2058.0,0,0
k281489,983.0,2084.0,0,0
k406642,1012.0,2100.0,0,0
k82280,1041.0,2089.0,0,0
k177678,1071.0,2079.0,0,0
k156484,1100.0,2068.0,0,0
k416204,1130.0,2059.0,0,0
k288248,1159.0,2049.0,0,0
k275021,1189.0,2040.0,0,0
k165762,1218.0,2032.0,0,0
k18210,1248.0,2023.0,0,0
k319018,1277.0,2016.0,0,0
k379774,1307.0,2008.0,0,0
k293828,1337.0,2001.0,0,0
k385958,1366.0,1995.0,0,0
k5686,1396.0,1989.0,0,0
k46802,1426.0,1983.0,0,0
k278835,1455.0,1978.0,0,0
k142953,1485.0,1973.0,0,0
k319762,1515.0,1969.0,0,0
k239953,1544.0,1965.0,0,0
k147982,1574.0,1961.0,0,0
k387784,1604.0,1958.0,0,0
k240757,1608.0,1956.0,0,0
k173451,1584.0,1954.0,0,0
k142136,1560.0,1952.0,0,0
k72381,1537.0,1951.0,0,0
k87037,1116.0,1961.0,0,0
k350801,1101.0,1965.0,0,0
k384632,1087.0,1969.0,0,0
k121795,1073.0,1973.0,0,0
k361956,1060.0,1978.0,0,0
k358692,1048.0,1983.0,0,0
k334323,1036.0,1989.0,0,0
k186068,1025.0,1995.0,0,0
k406997,1015.0,2001.0,0,0
k374623,1006.0,2008.0,0,0
k157520,997.0,2016.0,0,0
k9070,1073.0,2226.0,0,0
k343367,1087.0,2234.0,0,0
k142888,1116.0,2250.0,0,0
k149508,1132.0,2259.0,0,0
k48675,1142.0,2268.0,0,0
k187917,1116.0,2277.0,0,0
k352842,1091.0,2287.0,0,0
k57756,1065.0,2297.0,0,0
k71628,1040.0,2307.0,0,0
k207334,1015.0,2318.0,0,0
k364527,990.0,2329.0,0,0
k305685,966.0,2340.0,0,0
k421951,942.0,2352.0,0,0
k181552,918.0,2364.0,0,0
k176074,895.0,2376.0,0,0
k146787,872.0,2389.0,0,0
k201688,850.0,2402.0,0,0
k311764,828.0,2415.0,0,0
k17884,806.0,2429.0,0,0
k40344,785.0,2442.0,0,0
k342400,765.0,2457.0,0,0
k392958,745.0,2471.0,0,0
k11305,726.0,2486.0,0,0
k50419,708.0,2501.0,0,0
k83173,631.0,2579.0,0,0
k1551,618.0,2596.0,0,0
k9888,607.0,2613.0,0,0
k373996,598.0,2630.0,0,0
k14612,589.0,2647.0,0,0
k326663,582.0,2664.0,0,0
k14607,577.0,2682.0,0,0
k418772,573.0,2700.0,0,0
k222172,571.0,2718.0,0,0
k351467,570.0,2736.0,0,0
k133883,571.0,2755.0,0,0
k179410,573.0,2774.0,0,0
k379838,577.0,2793.0,0,0
k155597,582.0,2812.0,0,0
k164583,589.0,2831.0,0,0
k159690,598.0,2850.0,0,0
k144793,607.0,2870.0,0,0
k140149,618.0,2890.0,0,0
k12474,631.0,2910.0,0,0
k299820,644.0,2930.0,0,0
k94363,659.0,2951.0,0,0
k148628,674.0,2971.0,0,0
k270295,691.0,2992.0,0,0
k174386,708.0,3013.0,0,0
k180462,726.0,3034.0,0,0
k63988,745.0,3055.0,0,0
k348218,1301.0,3226.0,0,0
k184822,1328.0,3221.0,0,0
k214654,1356.0,3216.0,0,0
k20643,1383.0,3212.0,0,0
k162919,1410.0,3208.0,0,0
k195820,1438.0,3204.0,0,0
k389783,1465.0,3200.0,0,0
k94070,1493.0,3197.0,0,0
k138890,1521.0,3194.0,0,0
k326784,1549.0,3191.0,0,0
k260897,1577.0,3189.0,0,0
k245364,1605.0,3187.0,0,0
k218743,1633.0,3185.0,0,0
k105594,1661.0,3184.0,0,0
k101155,1689.0,3182.0,0,0
k110763,1717.0,3181.0,0,0
k264273,1746.0,3181.0,0,0
k44045,1774.0,3180.0,0,0
k61848,1802.0,3180.0,0,0
k260779,1831.0,3180.0,0,0
k157867,1860.0,3180.0,0,0
k135289,1888.0,3180.0,0,0
k246712,1917.0,3180.0,0,0
k108249,1945.0,3180.0,0,0
k105883,1974.0,3181.0,0,0
k159294,2003.0,3181.0,0,0
k361670,2032.0,3182.0,0,0
k188606,2060.0,3184.0,0,0
k9490,2089.0,3185.0,0,0
k348189,2520.0,3914.0,0,0
k216462,2516.0,3884.0,0,0
k95059,2490.0,3496.0,0,0
k302395,2491.0,3466.0,0,0
k310061,2492.0,3436.0,0,0
k5288,2493.0,3406.0,0,0
k94796,2505.0,3257.0,0,0
k111089,2508.0,3227.0,0,0
k178864,2512.0,3197.0,0,0
k12031,2520.0,3137.0,0,0
k409736,2525.0,3108.0,0,0
k231003,2530.0,3078.0,0,0
k74331,2536.0,3048.0,0,0
k188550,2542.0,3018.0,0,0
k187329,2546.0,2988.0,0,0
k5265,2550.0,2958.0,0,0
k288207,2555.0,2929.0,0,0
k330507,2560.0,2899.0,0,0
k97708,2565.0,2869.0,0,0
k240217,2571.0,2839.0,0,0
k251004,2577.0,2809.0,0,0
k269914,2584.0,2780.0,0,0
k365456,2590.0,2750.0,0,0
k275434,2598.0,2720.0,0,0
k157713,2605.0,2690.0,0,0
k310401,2613.0,2661.0,0,0
k233753,2621.0,2631.0,0,0
k71514,2629.0,2601.0,0,0
k249828,2638.0,2571.0,0,0
k55356,2647.0,2542.0,0,0
k353571,2656.0,2512.0,0,0
k253086,2666.0,2482.0,0,0
k146515,2676.0,2452.0,0,0
k192509,2686.0,2423.0,0,0
k241416,2697.0,2393.0,0,0
k150837,2707.0,2363.0,0,0
k264685,2719.0,2333.0,0,0
k48420,2730.0,2304.0,0,0
k121979,2742.0,2274.0,0,0
k155277,2754.0,2244.0,0,0
k131941,2766.0,2215.0,0,0
k322869,2778.0,2185.0,0,0
k212955,2791.0,2155.0,0,0
k337133,2804.0,2126.0,0,0
k144091,2817.0,2096.0,0,0
k13417,2831.0,2067.0,0,0
k223305,2845.0,2037.0,0,0
k339469,2859.0,2007.0,0,0
k101116,2873.0,1978.0,0,0
k343574,2888.0,1948.0,0,0
k335809,2902.0,1919.0,0,0
k25518,2917.0,1889.0,0,0
k365854,2933.0,1860.0,0,0
k341369,2948.0,1830.0,0,0
k69384,2964.0,1800.0,0,0
k88162,2996.0,1742.0,0,0
k217969,3012.0,1712.0,0,0
k405676,3029.0,1683.0,0,0
k246015,3045.0,1653.0,0,0
k211876,3062.0,1624.0,0,0
k247855,3079.0,1595.0,0,0
k60761,3097.0,1565.0,0,0
k89849,3114.0,1536.0,0,0
k98435,3132.0,1507.0,0,0
k113765,3150.0,1477.0,0,0
k318007,3168.0,1448.0,0,0
k215074,3186.0,1419.0,0,0
k213803,3205.0,1390.0,0,0
k65531,3223.0,1361.0,0,0
k83137,3242.0,1332.0,0,0
k192711,3261.0,1302.0,0,0
k206346,3280.0,1273.0,0,0
k139833,3300.0,1245.0,0,0
k109676,3319.0,1216.0,0,0
k47468,3339.0,1187.0,0,0
k96562,3358.0,1158.0,0,0
k362749,3378.0,1129.0,0,0
k199219,3398.0,1101.0,0,0
k415405,3419.0,1072.0,0,0
k421979,3439.0,1044.0,0,0
k286869,3459.0,1015.0,0,0
k210907,3480.0,987.0,0,0
k418145,3501.0,959.0,0,0
k408996,3516.0,930.0,0,0
k377969,3489.0,902.0,0,0
k349349,2477.0,1198.0,0,0
k369020,2468.0,1170.0,0,0
k402619,2460.0,1142.0,0,0
k6873,2452.0,1115.0,0,0
k115764,2445.0,1087.0,0,0
k148302,2438.0,1060.0,0,0
k272684,2431.0,1033.0,0,0
k28229,2424.0,1006.0,0,0
k139208,2418.0,979.0,0,0
k127336,2412.0,953.0,0,0
k31846,2407.0,927.0,0,0
k43410,2402.0,900.0,0,0
k397401,2397.0,875.0,0,0
k337509,2393.0,849.0,0,0
k248809,2389.0,824.0,0,0
k176424,2385.0,799.0,0,0
k195675,2382.0,774.0,0,0
k329442,2379.0,750.0,0,0
k63806,2377.0,726.0,0,0
k29208,2375.0,703.0,0,0
k2472,2373.0,680.0,0,0
k41115,2372.0,658.0,0,0
k205327,2371.0,636.0,0,0
k195706,2370.0,616.0,0,0
k193054,2370.0,594.0,0,0
k36385,2370.0,573.0,0,0
k209620,2371.0,552.0,0,0
k50778,2372.0,531.0,0,0
k79990,2373.0,511.0,0,0
k286337,771.0,1889.0,0,0
k25366,800.0,1914.0,0,0
k147822,830.0,1940.0,0,0
k315474,859.0,1965.0,0,0
k127119,888.0,1991.0,0,0
k56132,918.0,2017.0,0,0
k112839,947.0,2043.0,0,0
k315203,977.0,2069.0,0,0
k12690,1006.0,2072.0,0,0
k401607,1036.0,2061.0,0,0
k331352,1065.0,2051.0,0,0
k76549,1095.0,2040.0,0,0
k349775,1124.0,2030.0,0,0
k329150,1154.0,2021.0,0,0
k420546,1184.0,2012.0,0,0
k247275,1213.0,2003.0,0,0
k174023,1243.0,1994.0,0,0
k236175,1273.0,1987.0,0,0
k173913,1302.0,1979.0,0,0
k45202,1332.0,1972.0,0,0
k51376,1362.0,1965.0,0,0
k221188,1392.0,1959.0,0,0
k267847,1421.0,1953.0,0,0
k227695,1451.0,1948.0,0,0
k122094,1481.0,1943.0,0,0
k207806,1511.0,1939.0,0,0
k321754,1541.0,1935.0,0,0
k73432,1570.0,1931.0,0,0
k88603,1600.0,1928.0,0,0
k209372,1590.0,1926.0,0,0
k170484,1566.0,1924.0,0,0
k48366,1542.0,1922.0,0,0
k43446,1518.0,1921.0,0,0
k16911,1075.0,1935.0,0,0
k144278,1061.0,1939.0,0,0
k94976,1047.0,1943.0,0,0
k251496,1033.0,1948.0,0,0
k7277,1020.0,1953.0,0,0
k61332,1008.0,1959.0,0,0
k41706,997.0,1965.0,0,0
k302112,987.0,1972.0,0,0
k38479,977.0,1979.0,0,0
k105623,968.0,1987.0,0,0
k189236,1047.0,2197.0,0,0
k276873,1061.0,2205.0,0,0
k6686,1075.0,2213.0,0,0
k36207,1091.0,2221.0,0,0
k316389,1107.0,2230.0,0,0
k211338,1123.0,2239.0,0,0
k247210,1132.0,2248.0,0,0
k326576,1107.0,2258.0,0,0
k127212,1082.0,2268.0,0,0
k110280,1057.0,2279.0,0,0
k318113,1032.0,2290.0,0,0
k150851,1008.0,2301.0,0,0
k79108,984.0,2312.0,0,0
k161964,960.0,2324.0,0,0
k80772,937.0,2336.0,0,0
k385595,914.0,2349.0,0,0
k289081,892.0,2362.0,0,0
k376792,870.0,2375.0,0,0
k236972,849.0,2388.0,0,0
k221074,828.0,2402.0,0,0
k320904,807.0,2416.0,0,0
k210794,787.0,2430.0,0,0
k352253,768.0,2445.0,0,0
k85536,750.0,2460.0,0,0
k5922,732.0,2475.0,0,0
k15277,716.0,2490.0,0,0
k138337,700.0,2506.0,0,0
k6185,685.0,2522.0,0,0
k213361,671.0,2538.0,0,0
k29167,658.0,2554.0,0,0
k31970,646.0,2571.0,0,0
k82753,636.0,2588.0,0,0
k225833,626.0,2605.0,0,0
k180765,618.0,2623.0,0,0
k333474,612.0,2640.0,0,0
k153464,607.0,2658.0,0,0
k251549,603.0,2676.0,0,0
k137774,601.0,2694.0,0,0
k126313,600.0,2713.0,0,0
k337559,601.0,2731.0,0,0
k8165,603.0,2750.0,0,0
k78781,607.0,2769.0,0,0
k406909,612.0,2789.0,0,0
k307622,618.0,2808.0,0,0
k8393,626.0,2828.0,0,0
k118338,636.0,2848.0,0,0
k341286,646.0,2868.0,0,0
k21380,658.0,2888.0,0,0
k174810,671.0,2908.0,0,0
k16331,685.0,2929.0,0,0
k54586,700.0,2949.0,0,0
k404664,716.0,2970.0,0,0
k107148,732.0,2991.0,0,0
k353590,750.0,3012.0,0,0
k4115,768.0,3034.0,0,0
k98491,1315.0,3255.0,0,0
k44783,1342.0,3250.0,0,0
k310428,1369.0,3246.0,0,0
k207239,1396.0,3241.0,0,0
k185975,1423.0,3237.0,0,0
k202451,1450.0,3234.0,0,0
k311115,1477.0,3230.0,0,0
k301904,1505.0,3227.0,0,0
k209354,1532.0,3224.0,0,0
k140202,1560.0,3221.0,0,0
k68526,1588.0,3219.0,0,0
k92305,1616.0,3217.0,0,0
k175875,1643.0,3215.0,0,0
k415975,1671.0,3214.0,0,0
k120232,1699.0,3212.0,0,0
k205479,1728.0,3211.0,0,0
k357326,1756.0,3211.0,0,0
k290437,1784.0,3210.0,0,0
k396092,1812.0,3210.0,0,0
k108332,1841.0,3210.0,0,0
k122440,1869.0,3210.0,0,0
k5663,1897.0,3210.0,0,0
k177999,1926.0,3210.0,0,0
k404847,1954.0,3210.0,0,0
k399599,1983.0,3211.0,0,0
k324669,2012.0,3211.0,0,0
k271075,2040.0,3212.0,0,0
k164724,2069.0,3214.0,0,0
k159415,2560.0,3976.0,0,0
k257151,2555.0,3946.0,0,0
k65120,2550.0,3917.0,0,0
k239034,2546.0,3887.0,0,0
k309232,2542.0,3857.0,0,0
k130166,2534.0,3797.0,0,0
k132503,2531.0,3767.0,0,0
k44833,2520.0,3499.0,0,0
k314414,2521.0,3469.0,0,0
k75033,2522.0,3439.0,0,0
k313180,2538.0,3230.0,0,0
k61501,2542.0,3200.0,0,0
k11112,2546.0,3171.0,0,0
k240231,2550.0,3141.0,0,0
k297818,2555.0,3111.0,0,0
k335993,2560.0,3081.0,0,0
k141737,2565.0,3051.0,0,0
k291813,2571.0,3022.0,0,0
k128337,2575.0,2992.0,0,0
k350522,2580.0,2962.0,0,0
k378350,2584.0,2932.0,0,0
k70093,2589.0,2902.0,0,0
k323798,2595.0,2873.0,0,0
k151142,2601.0,2843.0,0,0
k280813,2607.0,2813.0,0,0
k168424,2613.0,2783.0,0,0
k306959,2620.0,2754.0,0,0
k36878,2627.0,2724.0,0,0
k130823,2634.0,2694.0,0,0
k292665,2642.0,2664.0,0,0
k21638,2650.0,2635.0,0,0
k34883,2658.0,2605.0,0,0
k153347,2667.0,2575.0,0,0
k381381,2676.0,2546.0,0,0
k288174,2685.0,2516.0,0,0
k404029,2694.0,2486.0,0,0
k170324,2704.0,2457.0,0,0
k320488,2714.0,2427.0,0,0
k39889,2725.0,2397.0,0,0
k144682,2735.0,2368.0,0,0
k293955,2746.0,2338.0,0,0
k31619,2758.0,2308.0,0,0
k194170,2769.0,2279.0,0,0
k347580,2781.0,2249.0,0,0
k8809,2793.0,2219.0,0,0
k359006,2806.0,2190.0,0,0
k175555,2818.0,2160.0,0,0
k254190,2831.0,2131.0,0,0
k198942,2844.0,2101.0,0,0
k179295,2858.0,2072.0,0,0
k241398,2871.0,2042.0,0,0
k404007,2885.0,2012.0,0,0
k409428,2899.0,1983.0,0,0
k70463,2914.0,1953.0,0,0
k361479,2928.0,1924.0,0,0
k103492,2943.0,1895.0,0,0
k152799,2958.0,1865.0,0,0
k294224,2974.0,1836.0,0,0
k126062,2989.0,1806.0,0,0
k233975,3005.0,1777.0,0,0
k367852,3021.0,1747.0,0,0
k188710,3037.0,1718.0,0,0
k359886,3054.0,1689.0,0,0
k190983,3070.0,1660.0,0,0
k328165,3087.0,1630.0,0,0
k300668,3104.0,1601.0,0,0
k125534,3121.0,1572.0,0,0
k407408,3139.0,1543.0,0,0
k135358,3156.0,1513.0,0,0
k11748,3174.0,1484.0,0,0
k374406,3192.0,1455.0,0,0
k208623,3210.0,1426.0,0,0
k32382,3228.0,1397.0,0,0
k370718,3247.0,1368.0,0,0
k3291,3266.0,1339.0,0,0
k410514,3284.0,1310.0,0,0
k423566,3303.0,1282.0,0,0
k359991,3323.0,1253.0,0,0
k407725,3342.0,1224.0,0,0
k78254,3361.0,1195.0,0,0
k288173,3381.0,1167.0,0,0
k22742,3401.0,1138.0,0,0
k312086,3421.0,1110.0,0,0
k253496,3441.0,1082.0,0,0
k45239,3461.0,1053.0,0,0
k423185,3481.0,1025.0,0,0
k357411,3502.0,997.0,0,0
k236762,3522.0,969.0,0,0
k278111,3503.0,942.0,0,0
k83313,3476.0,914.0,0,0
k61866,2506.0,1209.0,0,0
k394719,2497.0,1182.0,0,0
k146568,2489.0,1155.0,0,0
k279313,2481.0,1127.0,0,0
k260132,2474.0,1100.0,0,0
k423383,2467.0,1073.0,0,0
k309603,2460.0,1047.0,0,0
k311587,2454.0,1020.0,0,0
k2106,2448.0,994.0,0,0
k243210,2442.0,967.0,0,0
k19012,2436.0,942.0,0,0
k171997,2431.0,916.0,0,0
k45934,2427.0,890.0,0,0
k416460,2423.0,865.0,0,0
k149122,2419.0,841.0,0,0
k367090,2415.0,816.0,0,0
k213124,2412.0,792.0,0,0
k136663,2409.0,768.0,0,0
k128382,2407.0,745.0,0,0
k322040,2405.0,722.0,0,0
k224578,2403.0,700.0,0,0
k11122,2402.0,679.0,0,0
k65215,2401.0,658.0,0,0
k271793,2400.0,636.0,0,0
k134174,2400.0,616.0,0,0
k379194,2400.0,594.0,0,0
k118966,2401.0,573.0,0,0
k119004,2402.0,553.0,0,0
k405546,2403.0,534.0,0,0
k295349,735.0,1848.0,0,0
k133679,765.0,1873.0,0,0
k201526,794.0,1899.0,0,0
k383826,824.0,1924.0,0,0
k286517,853.0,1950.0,0,0
