Key_0_0,totalFixDur,prevFixDur,nextFixDur,Key_1_1
k4087,298.0,159.0,139.0,k1695
k2292,99.0,298.0,298.0,k3229
k1728,397.0,99.0,179.0,k3184
k4552,99.0,0.0,179.0,k6813
k3425,179.0,99.0,278.0,k7556
k4746,278.0,179.0,80.0,k46
k1823,80.0,278.0,119.0,k5207
k5946,119.0,80.0,99.0,k2620
k4030,99.0,119.0,80.0,k6634
k1797,338.0,99.0,179.0,k5953
k3988,99.0,179.0,139.0,k3585
k731,318.0,99.0,80.0,k309
k5354,278.0,0.0,159.0,k2608
k4153,159.0,179.0,139.0,k7203
k5573,139.0,159.0,80.0,k6161
k5729,379.0,139.0,80.0,k2621
k3498,80.0,219.0,80.0,k7527
k6948,160.0,80.0,258.0,k6705
k6696,199.0,99.0,99.0,k272
k7489,99.0,199.0,258.0,k6171
k4871,258.0,99.0,119.0,k2732
k0,119.0,258.0,139.0,k3657
k4984,139.0,119.0,219.0,k97
k2483,219.0,139.0,139.0,k4467
k7166,139.0,219.0,100.0,k6893
k4755,319.0,139.0,119.0,k6938
k4318,179.0,119.0,80.0,k5652
k3597,199.0,179.0,99.0,k5223
k6083,99.0,119.0,80.0,k6292
k5610,238.0,80.0,258.0,k5166
k2585,258.0,99.0,119.0,k7580
k4989,139.0,159.0,80.0,k1564
k3268,80.0,139.0,139.0,k3547
k7182,139.0,80.0,119.0,k4798
k4881,119.0,139.0,199.0,k5843
k5552,219.0,80.0,119.0,k5852
k5128,99.0,219.0,119.0,k3635
k6924,119.0,139.0,199.0,k1436
k6333,99.0,119.0,99.0,k2401
k1063,199.0,99.0,139.0,k1480
k4354,159.0,139.0,80.0,k2482
k1248,80.0,159.0,119.0,k2069
k6070,99.0,99.0,99.0,k4754
k6121,99.0,99.0,199.0,k4756
k3812,199.0,99.0,159.0,k288
k7398,139.0,119.0,99.0,k918
k1516,298.0,139.0,219.0,k7075
k3091,219.0,298.0,119.0,k7445
k3368,119.0,219.0,159.0,k6637
k1078,159.0,119.0,139.0,k7246
k5191,139.0,159.0,179.0,k5084
k2016,179.0,139.0,139.0,k1403
k4161,139.0,0.0,179.0,k6772
k4313,179.0,139.0,100.0,k2527
k1739,100.0,179.0,159.0,k3918
k3510,80.0,159.0,159.0,k4060
k2759,159.0,80.0,80.0,k7051
k4568,80.0,159.0,139.0,k3598
k927,139.0,80.0,80.0,k3292
k7188,80.0,0.0,179.0,k2165
k18,99.0,80.0,139.0,k5802
k3847,139.0,99.0,80.0,k4281
k3117,99.0,80.0,80.0,k373
k4784,99.0,80.0,80.0,k7291
k2665,139.0,0.0,80.0,k406
k4293,298.0,119.0,80.0,k4189
k3723,80.0,298.0,80.0,k4461
k3969,80.0,80.0,99.0,k6021
k7130,238.0,179.0,80.0,k1321
k1986,160.0,139.0,139.0,k3173
k3171,139.0,80.0,99.0,k2987
k442,99.0,0.0,159.0,k3059
k1413,397.0,99.0,119.0,k3286
k3028,199.0,139.0,119.0,k784
k4684,119.0,0.0,159.0,k4123
k6962,80.0,80.0,80.0,k3734
k3517,119.0,80.0,179.0,k6294
k5481,119.0,99.0,99.0,k3646
k517,99.0,119.0,139.0,k5664
k4171,139.0,99.0,99.0,k3579
k6238,179.0,139.0,99.0,k4855
k3486,80.0,99.0,0.0,k4041
k5669,99.0,0.0,80.0,k2558
k2004,99.0,139.0,159.0,k2995
k189,159.0,99.0,179.0,k7265
k3440,179.0,159.0,99.0,k2302
k4782,80.0,99.0,119.0,k1431
k5213,119.0,80.0,159.0,k765
k6274,159.0,119.0,99.0,k4291
k7259,139.0,100.0,99.0,k5249
k1371,119.0,80.0,80.0,k3779
k5470,99.0,139.0,80.0,k1135
k2831,139.0,0.0,99.0,k5189
k5252,258.0,239.0,119.0,k4963
k5189,119.0,159.0,119.0,k5329
k5938,218.0,119.0,139.0,k2957
k6245,139.0,99.0,139.0,k250
k3301,139.0,139.0,179.0,k6304
k5060,179.0,239.0,119.0,k3505
k3785,179.0,99.0,139.0,k4452
k929,139.0,80.0,179.0,k1722
k6633,179.0,139.0,99.0,k1799
k996,119.0,159.0,139.0,k1215
k5379,139.0,119.0,159.0,k3796
k4144,159.0,139.0,80.0,k3545
k1891,80.0,159.0,199.0,k5717
k2017,298.0,80.0,80.0,k2
k5850,80.0,99.0,139.0,k3812
k794,139.0,80.0,99.0,k5259
k5235,99.0,139.0,80.0,k1147
k6306,139.0,80.0,99.0,k604
k4040,99.0,199.0,119.0,k6387
k1619,119.0,179.0,119.0,k379
k422,119.0,139.0,139.0,k3941
k4143,139.0,119.0,139.0,k3118
k6843,139.0,139.0,99.0,k6596
k593,99.0,139.0,80.0,k618
k7,80.0,99.0,139.0,k1232
k5398,80.0,0.0,80.0,k3324
k984,80.0,80.0,139.0,k732
k4167,139.0,80.0,80.0,k1802
k5103,80.0,139.0,119.0,k5515
k6917,119.0,80.0,119.0,k2614
k7353,119.0,80.0,80.0,k3407
k5182,298.0,80.0,139.0,k4474
k5663,119.0,119.0,80.0,k1806
k5625,179.0,119.0,199.0,k42
k284,99.0,99.0,119.0,k410
k7543,119.0,99.0,99.0,k6554
k6738,99.0,119.0,159.0,k4046
k2185,139.0,179.0,80.0,k1615
k5234,80.0,139.0,80.0,k3986
k7017,80.0,80.0,99.0,k2860
k2018,99.0,139.0,80.0,k5482
k923,179.0,99.0,119.0,k3392
k7523,119.0,99.0,99.0,k4628
k6822,99.0,119.0,159.0,k6932
k6784,159.0,99.0,99.0,k278
k5410,99.0,159.0,80.0,k6969
k5063,80.0,100.0,99.0,k4429
k7114,99.0,80.0,119.0,k6392
k3618,119.0,99.0,119.0,k2246
k4801,119.0,119.0,139.0,k5064
k6983,139.0,119.0,139.0,k976
k4217,139.0,139.0,80.0,k6361
k7344,80.0,139.0,99.0,k4218
k5531,99.0,80.0,99.0,k1326
k6317,80.0,80.0,139.0,k717
k2634,278.0,80.0,99.0,k1545
k911,198.0,139.0,199.0,k1739
k784,139.0,139.0,99.0,k1348
k2994,80.0,80.0,139.0,k4545
k1183,80.0,139.0,99.0,k2282
k125,119.0,99.0,99.0,k6638
k2453,80.0,99.0,139.0,k6127
k1022,80.0,80.0,99.0,k431
k6064,139.0,99.0,99.0,k858
k1883,258.0,139.0,99.0,k4701
k1930,80.0,179.0,80.0,k7032
k5331,80.0,80.0,99.0,k3454
k4010,80.0,99.0,99.0,k4513
k204,80.0,159.0,119.0,k2458
k3687,139.0,139.0,99.0,k2912
k5321,99.0,139.0,199.0,k4007
k5821,199.0,99.0,80.0,k2465
k7475,179.0,139.0,119.0,k2132
k2353,119.0,80.0,80.0,k6603
k2721,80.0,119.0,99.0,k164
k3307,99.0,80.0,80.0,k6235
k2803,80.0,99.0,99.0,k7377
k2911,119.0,0.0,119.0,k589
k1269,119.0,119.0,80.0,k2896
k232,80.0,0.0,119.0,k2049
k3531,139.0,80.0,179.0,k5334
k6355,179.0,139.0,119.0,k1364
k757,99.0,99.0,179.0,k3975
k3400,99.0,0.0,80.0,k2748
k88,80.0,99.0,139.0,k5711
k476,298.0,80.0,179.0,k2314
k709,278.0,159.0,99.0,k5574
k1761,99.0,99.0,99.0,k5244
k143,99.0,99.0,159.0,k3448
k2472,159.0,99.0,139.0,k3088
k5629,80.0,99.0,99.0,k6692
k7284,99.0,99.0,139.0,k2362
k2192,278.0,119.0,99.0,k5234
k4868,99.0,139.0,99.0,k5488
k3351,298.0,99.0,100.0,k4292
k4435,100.0,99.0,119.0,k2219
k5405,119.0,100.0,80.0,k1102
k475,80.0,119.0,139.0,k6473
k7530,179.0,0.0,99.0,k2526
k4986,99.0,179.0,139.0,k5767
k3726,159.0,80.0,99.0,k880
k2467,80.0,80.0,99.0,k5755
k5452,119.0,80.0,80.0,k6140
k2711,80.0,119.0,219.0,k1489
k6789,358.0,80.0,99.0,k2216
k2552,80.0,139.0,99.0,k7045
k6273,298.0,80.0,199.0,k676
k3696,457.0,199.0,179.0,k2810
k158,358.0,80.0,80.0,k5305
k1923,398.0,119.0,219.0,k1496
k5605,379.0,199.0,179.0,k2703
k1193,99.0,119.0,219.0,k2726
k2354,219.0,0.0,99.0,k2604
k2009,139.0,99.0,80.0,k5157
k2975,80.0,139.0,139.0,k5440
k2497,139.0,80.0,119.0,k3140
k319,119.0,139.0,139.0,k6331
k6878,139.0,119.0,159.0,k4198
k534,159.0,139.0,179.0,k6255
k7203,179.0,159.0,80.0,k1343
k3111,80.0,139.0,139.0,k7001
k3423,159.0,80.0,99.0,k3285
k2964,99.0,159.0,80.0,k5256
k4627,99.0,80.0,139.0,k4767
k2045,139.0,99.0,278.0,k7514
k508,278.0,139.0,99.0,k3413
k2526,80.0,0.0,139.0,k6922
k6583,239.0,139.0,99.0,k4970
k6830,99.0,278.0,179.0,k3866
k7393,99.0,119.0,119.0,k3801
k1906,119.0,99.0,139.0,k3856
k5077,179.0,99.0,179.0,k3584
k3686,80.0,139.0,159.0,k64
k4687,159.0,80.0,139.0,k6051
k1466,139.0,99.0,179.0,k666
k3869,99.0,139.0,139.0,k5623
k1289,139.0,99.0,80.0,k3889
k1844,80.0,139.0,159.0,k5813
k5424,159.0,80.0,80.0,k4096
k3764,119.0,278.0,80.0,k6439
k6808,80.0,119.0,80.0,k5119
k1524,80.0,159.0,139.0,k5704
k3228,139.0,80.0,100.0,k6853
k166,218.0,0.0,179.0,k3810
k555,99.0,99.0,179.0,k6789
k3906,80.0,99.0,99.0,k1041
k7204,80.0,199.0,100.0,k5900
k7140,99.0,100.0,358.0,k4413
k250,99.0,0.0,99.0,k6117
k5653,119.0,139.0,119.0,k5561
k3876,179.0,139.0,179.0,k6767
k1980,179.0,179.0,80.0,k4668
k3218,80.0,179.0,139.0,k2428
k4431,139.0,80.0,99.0,k1448
k2789,99.0,139.0,139.0,k2305
k5666,119.0,99.0,100.0,k2096
k1216,278.0,0.0,119.0,k627
k2357,199.0,139.0,139.0,k358
k1259,139.0,80.0,159.0,k3244
k3774,318.0,0.0,99.0,k1841
k1334,99.0,318.0,139.0,k3604
k1650,239.0,99.0,199.0,k2343
k4985,199.0,239.0,80.0,k1769
k3431,199.0,199.0,99.0,k7146
k2062,80.0,99.0,179.0,k2525
k4015,179.0,80.0,199.0,k5921
k4628,199.0,179.0,179.0,k4097
k939,179.0,199.0,219.0,k3245
k4510,139.0,219.0,179.0,k6194
k11,179.0,139.0,139.0,k564
k2482,179.0,0.0,179.0,k4893
k398,99.0,139.0,99.0,k4448
k859,199.0,99.0,99.0,k3443
k6208,99.0,199.0,100.0,k424
k3866,278.0,0.0,99.0,k7508
k7039,99.0,159.0,99.0,k5665
k3683,99.0,99.0,80.0,k7152
k3406,80.0,99.0,139.0,k2522
k2985,139.0,80.0,80.0,k5107
k4976,119.0,99.0,99.0,k3756
k1085,99.0,119.0,139.0,k6169
k3371,139.0,99.0,139.0,k6724
k3940,139.0,139.0,139.0,k1751
k1709,238.0,219.0,99.0,k3631
k277,99.0,99.0,199.0,k5752
k1904,99.0,139.0,159.0,k6722
k5476,159.0,99.0,100.0,k5901
k5807,100.0,159.0,139.0,k1030
k4814,139.0,100.0,179.0,k1718
k742,179.0,139.0,119.0,k4933
k751,119.0,199.0,179.0,k6418
k1196,159.0,199.0,179.0,k888
k690,199.0,159.0,159.0,k2581
k4035,219.0,139.0,159.0,k2720
k1895,99.0,139.0,119.0,k722
k5270,139.0,99.0,159.0,k5392
k2001,80.0,99.0,199.0,k1758
k4615,139.0,139.0,239.0,k6830
k1414,199.0,338.0,119.0,k4414
k3102,119.0,199.0,99.0,k2564
k5109,298.0,119.0,80.0,k3003
k165,278.0,159.0,139.0,k4692
k6909,139.0,278.0,139.0,k6680
k3350,139.0,0.0,179.0,k2529
k2699,179.0,139.0,139.0,k2426
k5889,139.0,179.0,139.0,k3219
k1633,318.0,139.0,179.0,k6988
k4005,179.0,0.0,179.0,k106
k6265,99.0,139.0,139.0,k1525
k4231,199.0,99.0,119.0,k1122
k4978,119.0,80.0,80.0,k3732
k4465,80.0,119.0,139.0,k2673
k3441,557.0,99.0,119.0,k3588
k1071,99.0,119.0,80.0,k6686
k552,259.0,318.0,139.0,k5466
k5068,139.0,259.0,418.0,k4491
k1884,219.0,318.0,139.0,k5804
k3320,119.0,219.0,119.0,k3954
k1454,199.0,119.0,219.0,k3979
k1542,219.0,199.0,99.0,k7426
k3798,99.0,219.0,119.0,k1312
k462,239.0,0.0,139.0,k6266
k7547,139.0,239.0,99.0,k1789
k1407,99.0,139.0,119.0,k7264
k1708,139.0,119.0,99.0,k3577
k6670,80.0,0.0,139.0,k121
k4020,199.0,80.0,99.0,k1784
k5117,99.0,199.0,99.0,k2653
k6860,139.0,139.0,99.0,k3777
k4058,99.0,139.0,199.0,k4938
k3560,199.0,99.0,179.0,k2593
k5432,179.0,199.0,80.0,k7454
k2522,80.0,179.0,80.0,k4484
k7367,199.0,80.0,258.0,k4126
k2197,258.0,99.0,179.0,k5050
k5161,179.0,139.0,238.0,k137
k547,238.0,179.0,298.0,k778
k1243,298.0,238.0,159.0,k4905
k3914,159.0,298.0,179.0,k3123
k1976,80.0,99.0,179.0,k6933
k2415,99.0,80.0,179.0,k6589
k6334,179.0,239.0,99.0,k5178
k4370,139.0,139.0,119.0,k1704
k402,258.0,99.0,119.0,k5450
k3542,219.0,119.0,80.0,k1252
k2179,80.0,80.0,119.0,k1629
k5967,119.0,80.0,139.0,k1374
k300,139.0,119.0,179.0,k4785
k4460,318.0,139.0,179.0,k6860
k4413,119.0,139.0,179.0,k849
k5198,99.0,80.0,80.0,k5195
k6212,179.0,99.0,99.0,k1323
k2685,80.0,99.0,179.0,k1589
k1810,179.0,80.0,80.0,k2714
k615,239.0,239.0,298.0,k4304
k7352,298.0,80.0,159.0,k533
k343,139.0,139.0,219.0,k6810
k2234,219.0,99.0,99.0,k2730
k1643,179.0,219.0,159.0,k1381
k1681,159.0,80.0,139.0,k1513
k6439,99.0,139.0,179.0,k7028
k6374,179.0,80.0,139.0,k3949
k1338,100.0,80.0,119.0,k2083
k6873,219.0,100.0,258.0,k5968
k725,179.0,99.0,119.0,k2571
k7595,80.0,179.0,100.0,k1453
k4803,100.0,99.0,119.0,k7541
k7568,100.0,99.0,119.0,k6697
k4659,139.0,139.0,338.0,k348
k2778,179.0,0.0,80.0,k4836
k3443,239.0,139.0,99.0,k5095
k5369,99.0,80.0,139.0,k6569
k4269,219.0,80.0,139.0,k6033
k490,159.0,159.0,159.0,k3056
k3187,159.0,159.0,139.0,k924
k1402,139.0,159.0,179.0,k521
k7502,179.0,139.0,99.0,k4430
k6649,99.0,179.0,99.0,k4984
k6613,99.0,99.0,199.0,k5406
k4322,199.0,99.0,99.0,k3092
k4952,198.0,0.0,80.0,k3652
k6819,119.0,99.0,139.0,k5441
k6152,179.0,80.0,139.0,k5131
k6300,139.0,179.0,278.0,k4566
k3344,278.0,139.0,99.0,k6046
k2007,239.0,139.0,99.0,k2538
k2530,119.0,239.0,239.0,k1442
k6369,239.0,119.0,179.0,k370
k3204,139.0,0.0,99.0,k4952
k6200,99.0,139.0,99.0,k6536
k3543,99.0,99.0,238.0,k1733
k1661,238.0,99.0,80.0,k7417
k5160,80.0,238.0,179.0,k3095
k7227,278.0,0.0,80.0,k4573
k4625,160.0,139.0,159.0,k6129
k6682,179.0,119.0,278.0,k6735
k7492,179.0,179.0,219.0,k7066
k164,159.0,119.0,278.0,k2113
k5016,119.0,119.0,278.0,k2768
k6474,417.0,80.0,358.0,k4023
k1982,358.0,139.0,139.0,k6000
k3796,139.0,358.0,139.0,k1146
k3378,139.0,139.0,159.0,k2936
k6711,159.0,139.0,159.0,k3619
k994,219.0,99.0,298.0,k1351
k5158,219.0,577.0,219.0,k2808
k2111,219.0,219.0,278.0,k3869
k7113,278.0,219.0,119.0,k7208
k2305,119.0,278.0,119.0,k1602
k7159,218.0,119.0,80.0,k5164
k2735,159.0,99.0,238.0,k1121
k1306,238.0,159.0,99.0,k2470
k6933,139.0,139.0,139.0,k1845
k5297,139.0,99.0,298.0,k3987
k3777,258.0,80.0,219.0,k2453
k2333,180.0,0.0,199.0,k1641
k5869,199.0,80.0,139.0,k6898
k6375,139.0,199.0,179.0,k729
k2591,299.0,0.0,238.0,k1630
k2818,259.0,199.0,139.0,k6956
k70,139.0,179.0,219.0,k6251
k5687,179.0,199.0,139.0,k3187
k7499,139.0,99.0,139.0,k1279
k7567,99.0,139.0,139.0,k5910
k4210,100.0,0.0,99.0,k6728
k7471,99.0,100.0,99.0,k5735
k3222,218.0,99.0,119.0,k14
k5571,119.0,80.0,99.0,k1042
k3082,99.0,119.0,80.0,k7558
k5658,80.0,99.0,99.0,k6456
k3169,99.0,80.0,139.0,k5710
k6049,278.0,139.0,99.0,k4580
k178,198.0,119.0,338.0,k6276
k2507,338.0,99.0,159.0,k3842
k3971,159.0,139.0,99.0,k6291
k4682,139.0,0.0,139.0,k2002
k7403,139.0,139.0,139.0,k7038
k1150,139.0,139.0,199.0,k2642
k4613,199.0,139.0,179.0,k5181
k2643,179.0,199.0,99.0,k2727
k6865,99.0,179.0,219.0,k57
k5783,358.0,139.0,179.0,k1167
k4776,99.0,199.0,99.0,k4896
k4588,258.0,99.0,80.0,k2759
k3836,279.0,258.0,199.0,k6601
k3576,119.0,139.0,119.0,k7250
k1205,218.0,119.0,139.0,k3670
k4373,99.0,179.0,199.0,k2127
k7051,199.0,99.0,139.0,k1080
k420,139.0,199.0,199.0,k183
k727,179.0,0.0,139.0,k2500
k7132,139.0,179.0,99.0,k1899
k5156,99.0,139.0,80.0,k7408
k6100,80.0,99.0,99.0,k7490
k2638,99.0,119.0,139.0,k4294
k5176,139.0,99.0,139.0,k4145
k1861,139.0,298.0,219.0,k1873
k5583,179.0,219.0,159.0,k1183
k3593,159.0,0.0,139.0,k2041
k4471,338.0,0.0,100.0,k5535
k844,139.0,100.0,159.0,k2243
k5559,159.0,139.0,219.0,k1053
k6714,159.0,139.0,219.0,k6167
k49,258.0,99.0,199.0,k1277
k3554,199.0,258.0,179.0,k4316
k3085,179.0,199.0,159.0,k6181
k3948,159.0,179.0,139.0,k6694
k4711,139.0,258.0,179.0,k6203
k7462,80.0,139.0,219.0,k6464
k2668,80.0,100.0,159.0,k2598
k1684,80.0,80.0,119.0,k1847
k530,119.0,80.0,139.0,k7111
k1579,139.0,119.0,99.0,k4636
k986,238.0,0.0,100.0,k1856
k1863,99.0,80.0,119.0,k144
k145,100.0,99.0,99.0,k3671
k7578,99.0,139.0,219.0,k1099
k5123,99.0,99.0,119.0,k3783
k51,119.0,139.0,219.0,k5736
k2112,99.0,0.0,119.0,k6463
k648,119.0,99.0,179.0,k3289
k954,437.0,338.0,80.0,k2342
k4059,179.0,0.0,119.0,k4780
k1544,119.0,80.0,139.0,k5284
k2409,139.0,119.0,159.0,k7568
k298,159.0,139.0,179.0,k2318
k7368,179.0,159.0,139.0,k5387
k3435,139.0,179.0,139.0,k2838
k3121,119.0,139.0,159.0,k244
k5108,179.0,100.0,139.0,k1529
k2470,139.0,179.0,179.0,k4731
k4111,179.0,139.0,179.0,k2141
k1838,179.0,179.0,80.0,k6903
k1981,80.0,179.0,99.0,k7173
k3428,99.0,100.0,139.0,k7052
k5335,139.0,99.0,199.0,k4869
k3335,199.0,139.0,179.0,k6618
k163,258.0,219.0,139.0,k4565
k369,80.0,99.0,80.0,k2607
k7360,279.0,80.0,139.0,k4548
k5544,139.0,199.0,199.0,k4592
k5444,199.0,139.0,179.0,k2975
k1705,179.0,199.0,99.0,k6309
k6507,318.0,0.0,119.0,k10
k7381,99.0,119.0,159.0,k7500
k3388,139.0,199.0,199.0,k1286
k3992,238.0,159.0,139.0,k368
k6331,139.0,179.0,139.0,k4112
k5486,159.0,99.0,179.0,k4932
k5745,219.0,99.0,159.0,k3599
k141,159.0,219.0,179.0,k4166
k5092,99.0,0.0,119.0,k3581
k3913,258.0,99.0,199.0,k7077
k4473,179.0,99.0,139.0,k3926
k307,139.0,179.0,80.0,k1213
k6298,159.0,159.0,139.0,k5661
k1608,139.0,159.0,298.0,k6681
k6291,159.0,238.0,80.0,k2705
k4299,219.0,159.0,298.0,k4976
k5710,298.0,139.0,80.0,k347
k1202,139.0,0.0,80.0,k3329
k403,160.0,139.0,179.0,k2821
k5041,119.0,99.0,179.0,k7272
k2236,100.0,258.0,99.0,k2870
k6174,99.0,100.0,159.0,k2769
k2463,458.0,159.0,179.0,k3835
k6786,179.0,239.0,199.0,k6786
k5546,199.0,179.0,159.0,k9
k1655,159.0,199.0,80.0,k4026
k2969,199.0,0.0,99.0,k2751
k3918,239.0,80.0,238.0,k7515
k5890,238.0,239.0,80.0,k2098
k5853,80.0,238.0,238.0,k2778
k391,238.0,80.0,99.0,k3319
k3120,100.0,80.0,119.0,k3936
k4492,219.0,139.0,119.0,k2271
k1297,119.0,219.0,119.0,k4425
k6747,119.0,219.0,119.0,k7341
k2869,139.0,119.0,199.0,k756
k2032,199.0,139.0,119.0,k501
k653,258.0,199.0,139.0,k6878
k3174,139.0,80.0,119.0,k3425
k7434,139.0,139.0,139.0,k4737
k4204,159.0,139.0,199.0,k5602
k7505,139.0,139.0,199.0,k1952
k1025,278.0,139.0,139.0,k3659
k4055,199.0,80.0,99.0,k1868
k6947,99.0,219.0,119.0,k2167
k2826,119.0,99.0,99.0,k2358
k2694,99.0,119.0,119.0,k260
k3559,219.0,99.0,119.0,k4215
k2055,238.0,100.0,139.0,k5413
k5773,139.0,119.0,99.0,k7481
k970,179.0,258.0,99.0,k6936
k3828,99.0,179.0,179.0,k1145
k7279,80.0,99.0,139.0,k3348
k1393,139.0,80.0,139.0,k5803
k209,139.0,139.0,119.0,k1569
k7011,119.0,139.0,219.0,k3876
k3459,99.0,0.0,219.0,k3108
k4922,219.0,99.0,179.0,k960
k4831,179.0,0.0,219.0,k6263
k1192,139.0,179.0,179.0,k7156
k540,179.0,139.0,179.0,k1182
k5739,179.0,179.0,80.0,k2087
k3780,239.0,139.0,179.0,k3195
k429,179.0,239.0,199.0,k4374
k6944,199.0,179.0,219.0,k3073
k254,139.0,219.0,139.0,k4884
k7178,298.0,0.0,219.0,k5861
k1293,219.0,159.0,179.0,k2767
k7010,318.0,219.0,199.0,k5306
k5981,199.0,139.0,80.0,k1198
k3758,80.0,199.0,139.0,k7523
k4681,298.0,139.0,179.0,k1975
k6263,278.0,139.0,179.0,k4679
k6076,139.0,99.0,99.0,k2385
k4190,99.0,139.0,358.0,k5824
k6337,179.0,99.0,139.0,k5693
k3331,318.0,99.0,80.0,k2212
k949,80.0,179.0,199.0,k2050
k6348,139.0,0.0,258.0,k6146
k6946,358.0,139.0,258.0,k4617
k1456,258.0,100.0,159.0,k6851
k1574,358.0,159.0,159.0,k1857
k2469,139.0,80.0,258.0,k5536
k2817,100.0,139.0,298.0,k7281
k1303,99.0,0.0,119.0,k1993
k3598,278.0,99.0,219.0,k5604
k4042,219.0,159.0,179.0,k5294
k3917,179.0,219.0,199.0,k4108
k5577,199.0,179.0,99.0,k145
k1254,99.0,0.0,119.0,k23
k6814,219.0,99.0,179.0,k5513
k194,139.0,139.0,199.0,k5954
k1540,199.0,139.0,199.0,k6137
k6328,199.0,159.0,179.0,k1420
k1713,179.0,199.0,119.0,k2442
k5164,119.0,179.0,219.0,k7083
k3863,258.0,139.0,179.0,k6119
k5717,179.0,139.0,179.0,k931
k7562,179.0,179.0,179.0,k3660
k5960,179.0,179.0,139.0,k1196
k3480,239.0,179.0,139.0,k4140
k4617,159.0,80.0,159.0,k3508
k6580,159.0,159.0,179.0,k5636
k5626,318.0,159.0,139.0,k1586
k3904,139.0,139.0,99.0,k5593
k350,99.0,139.0,139.0,k1132
k3814,377.0,0.0,159.0,k7365
k7481,298.0,99.0,259.0,k4287
k2938,259.0,99.0,278.0,k690
k1440,278.0,259.0,179.0,k2040
k1626,278.0,259.0,179.0,k546
k5912,179.0,179.0,100.0,k1889
k2567,199.0,179.0,99.0,k1054
k2064,99.0,99.0,159.0,k3252
k4727,159.0,99.0,199.0,k7360
k917,199.0,159.0,99.0,k6504
k175,238.0,199.0,139.0,k1320
k4537,219.0,179.0,119.0,k6887
k7289,119.0,219.0,99.0,k4107
k7006,199.0,239.0,139.0,k1218
k5843,100.0,199.0,99.0,k574
k4640,238.0,100.0,80.0,k2670
k4289,159.0,80.0,159.0,k2760
k3951,159.0,159.0,99.0,k6447
k135,377.0,199.0,99.0,k350
k1606,139.0,119.0,179.0,k5638
k4867,179.0,139.0,139.0,k5730
k4043,258.0,199.0,99.0,k3513
k6451,238.0,119.0,119.0,k1097
k1180,119.0,238.0,99.0,k130
k3182,99.0,119.0,199.0,k1234
k556,199.0,100.0,80.0,k6847
k3786,139.0,199.0,139.0,k6561
k5249,239.0,80.0,159.0,k1085
k6272,179.0,239.0,179.0,k5192
k4406,318.0,159.0,99.0,k1486
k5472,139.0,139.0,99.0,k1981
k472,179.0,0.0,139.0,k6560
k803,139.0,179.0,179.0,k823
k3602,378.0,139.0,179.0,k6726
k372,179.0,199.0,139.0,k5553
k647,139.0,179.0,219.0,k5785
k6920,219.0,139.0,100.0,k642
k3911,319.0,219.0,159.0,k153
k5809,159.0,139.0,179.0,k6409
k6350,139.0,179.0,179.0,k1737
k4956,179.0,139.0,139.0,k4063
k4305,238.0,179.0,159.0,k2189
k2710,179.0,139.0,99.0,k5301
k3604,139.0,80.0,119.0,k329
k836,119.0,139.0,179.0,k4845
k1363,179.0,80.0,119.0,k1822
k4257,99.0,179.0,99.0,k7128
k4676,99.0,99.0,119.0,k5944
k1088,119.0,99.0,139.0,k5996
k1344,139.0,119.0,119.0,k7492
k6638,119.0,139.0,99.0,k5158
k528,99.0,119.0,179.0,k443
k1614,279.0,139.0,179.0,k671
k597,80.0,100.0,159.0,k679
k1182,278.0,80.0,278.0,k6814
k1090,179.0,179.0,159.0,k1259
k4551,99.0,179.0,179.0,k5725
k7194,259.0,99.0,199.0,k2026
k4721,318.0,119.0,139.0,k3052
k7302,139.0,219.0,99.0,k4607
k2462,99.0,139.0,119.0,k2260
k6470,119.0,99.0,219.0,k7243
k3235,219.0,139.0,119.0,k6758
k5719,139.0,80.0,99.0,k1368
k5105,99.0,139.0,139.0,k7595
k4948,139.0,99.0,219.0,k6800
k4437,218.0,139.0,199.0,k4839
k2320,119.0,119.0,80.0,k5169
k4297,259.0,119.0,99.0,k7391
k3281,159.0,0.0,199.0,k5544
k2746,199.0,159.0,80.0,k4851
k208,80.0,199.0,179.0,k5348
k1218,179.0,80.0,139.0,k2979
k4724,139.0,179.0,179.0,k3798
k4577,278.0,119.0,219.0,k6608
k4768,179.0,179.0,179.0,k1911
k6182,258.0,80.0,219.0,k3170
k4663,219.0,119.0,99.0,k306
k5355,338.0,139.0,139.0,k528
k6275,139.0,338.0,80.0,k3359
k1659,298.0,0.0,99.0,k3150
k433,99.0,159.0,179.0,k640
k4810,338.0,159.0,179.0,k2933
k5209,179.0,159.0,179.0,k5105
k942,835.0,139.0,179.0,k1794
k4127,179.0,159.0,99.0,k4877
k7377,99.0,179.0,99.0,k5432
k2078,99.0,99.0,139.0,k277
k195,238.0,99.0,199.0,k7138
k6877,338.0,99.0,258.0,k5948
k6248,258.0,139.0,199.0,k4322
k1404,199.0,258.0,119.0,k543
k2443,219.0,179.0,179.0,k3742
k4498,179.0,219.0,159.0,k5428
k5069,159.0,179.0,139.0,k7324
k3667,199.0,99.0,179.0,k3232
k580,179.0,199.0,80.0,k2666
k5102,80.0,179.0,139.0,k885
k6310,179.0,0.0,159.0,k1219
k4455,159.0,179.0,219.0,k5864
k5391,219.0,159.0,219.0,k1796
k7529,179.0,179.0,179.0,k6070
k3152,179.0,179.0,199.0,k5221
k6949,337.0,139.0,99.0,k1891
k3630,99.0,238.0,239.0,k40
