Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo.1
k1529,238.0,5945.0,177.0,5945.0
k649,179.0,5946.0,177.0,5946.0
k2760,99.0,5953.0,177.0,5953.0
k913,159.0,5954.0,177.0,5954.0
k7503,199.0,5955.0,177.0,5955.0
k6074,298.0,5959.0,177.0,5959.0
k2417,239.0,5960.0,177.0,5960.0
k5842,179.0,5963.0,177.0,5963.0
k2145,80.0,5964.0,177.0,5964.0
k558,179.0,5965.0,177.0,5965.0
k4938,358.0,5971.0,178.0,5971.0
k3438,398.0,5972.0,178.0,5972.0
k1718,179.0,5973.0,178.0,5973.0
k3643,259.0,5974.0,178.0,5974.0
k4702,179.0,5975.0,178.0,5975.0
k2729,159.0,5976.0,178.0,5976.0
k1366,318.0,6012.0,178.0,6012.0
k899,259.0,6013.0,178.0,6013.0
k4981,159.0,6014.0,178.0,6014.0
k4461,179.0,6015.0,178.0,6015.0
k3857,80.0,6016.0,178.0,6016.0
k1977,278.0,6020.0,178.0,6020.0
k240,238.0,6021.0,178.0,6021.0
k5781,139.0,6022.0,178.0,6022.0
k934,139.0,6023.0,178.0,6023.0
k1110,179.0,6024.0,178.0,6024.0
k4287,100.0,6025.0,178.0,6025.0
k6648,119.0,6026.0,178.0,6026.0
k697,99.0,6027.0,178.0,6027.0
k6487,80.0,6028.0,178.0,6028.0
k5228,80.0,6029.0,178.0,6029.0
k2715,99.0,6039.0,179.0,6039.0
k6087,278.0,6040.0,179.0,6040.0
k2555,259.0,6041.0,179.0,6041.0
k3717,696.0,6046.0,179.0,6046.0
k6169,99.0,6047.0,179.0,6047.0
k6420,139.0,6048.0,179.0,6048.0
k1752,318.0,6053.0,179.0,6053.0
k314,278.0,6054.0,179.0,6054.0
k6904,397.0,6055.0,179.0,6055.0
k2085,199.0,6056.0,179.0,6056.0
k5374,258.0,6057.0,179.0,6057.0
k1872,477.0,6058.0,179.0,6058.0
k4091,139.0,6059.0,179.0,6059.0
k5097,477.0,6060.0,179.0,6060.0
k7023,139.0,6061.0,179.0,6061.0
k4128,179.0,6062.0,179.0,6062.0
k7341,159.0,6077.0,179.0,6077.0
k7571,139.0,6078.0,179.0,6078.0
k5744,358.0,6082.0,180.0,6082.0
k3515,139.0,6083.0,180.0,6083.0
k1322,298.0,6084.0,180.0,6084.0
k5030,179.0,6085.0,180.0,6085.0
k1725,179.0,6086.0,180.0,6086.0
k5028,199.0,6087.0,180.0,6087.0
k7212,437.0,6095.0,180.0,6095.0
k3806,179.0,6096.0,180.0,6096.0
k2101,199.0,6097.0,180.0,6097.0
k4285,238.0,6098.0,180.0,6098.0
k7513,99.0,6099.0,180.0,6099.0
k3730,238.0,6116.0,180.0,6116.0
k6226,298.0,6117.0,180.0,6117.0
k3070,80.0,6118.0,180.0,6118.0
k6763,298.0,6119.0,180.0,6119.0
k735,159.0,6120.0,180.0,6120.0
k2180,119.0,6121.0,180.0,6121.0
k4950,457.0,6122.0,180.0,6122.0
k6279,99.0,6123.0,180.0,6123.0
k3287,139.0,6124.0,180.0,6124.0
k6589,219.0,6125.0,180.0,6125.0
k417,318.0,6126.0,180.0,6126.0
k6622,99.0,6129.0,181.0,6129.0
k421,338.0,6136.0,181.0,6136.0
k7244,99.0,6137.0,181.0,6137.0
k4931,298.0,6146.0,181.0,6146.0
k7516,160.0,6147.0,181.0,6147.0
k4108,378.0,6148.0,181.0,6148.0
k7417,219.0,6149.0,181.0,6149.0
k3046,338.0,6150.0,181.0,6150.0
k6307,497.0,6151.0,181.0,6151.0
k693,517.0,6152.0,181.0,6152.0
k1530,139.0,6153.0,181.0,6153.0
k5070,219.0,6154.0,181.0,6154.0
k829,259.0,6155.0,181.0,6155.0
k2303,119.0,6156.0,181.0,6156.0
k6609,358.0,6178.0,182.0,6178.0
k1596,377.0,6179.0,182.0,6179.0
k2118,199.0,6180.0,182.0,6180.0
k7572,238.0,6181.0,182.0,6181.0
k5619,179.0,6182.0,182.0,6182.0
k5157,358.0,6192.0,182.0,6192.0
k4117,179.0,6194.0,183.0,6194.0
k6823,139.0,6201.0,183.0,6201.0
k2109,438.0,6202.0,183.0,6202.0
k5926,238.0,6203.0,183.0,6203.0
k1634,438.0,6204.0,183.0,6204.0
k4024,238.0,6205.0,183.0,6205.0
k5124,298.0,6206.0,183.0,6206.0
k3245,219.0,6207.0,183.0,6207.0
k6976,159.0,6208.0,183.0,6208.0
k4054,199.0,6209.0,183.0,6209.0
k3821,219.0,6210.0,183.0,6210.0
k4263,179.0,6211.0,183.0,6211.0
k4240,159.0,6212.0,183.0,6212.0
k3284,179.0,6213.0,183.0,6213.0
k6246,159.0,6214.0,183.0,6214.0
k1785,318.0,6215.0,183.0,6215.0
k2189,636.0,6223.0,183.0,6223.0
k931,99.0,6224.0,183.0,6224.0
k1397,139.0,6225.0,183.0,6225.0
k87,159.0,6226.0,183.0,6226.0
k2098,139.0,6236.0,183.0,6236.0
k3096,139.0,6237.0,183.0,6237.0
k4103,80.0,6246.0,184.0,6246.0
k6443,99.0,6247.0,184.0,6247.0
k971,159.0,6248.0,184.0,6248.0
k4636,159.0,6249.0,184.0,6249.0
k7174,99.0,6250.0,184.0,6250.0
k1795,139.0,6251.0,184.0,6251.0
k1934,99.0,6255.0,184.0,6255.0
k1527,99.0,6256.0,184.0,6256.0
k1587,100.0,6263.0,184.0,6263.0
k968,159.0,6270.0,184.0,6270.0
k4827,139.0,6273.0,185.0,6273.0
k507,99.0,6284.0,185.0,6284.0
k7012,179.0,6286.0,185.0,6286.0
k6283,99.0,6290.0,185.0,6290.0
k5651,139.0,6291.0,185.0,6291.0
k2742,99.0,6294.0,185.0,6294.0
k529,119.0,6296.0,185.0,6296.0
k2881,139.0,6297.0,185.0,6297.0
k5906,99.0,6298.0,185.0,6298.0
k2052,99.0,6299.0,185.0,6299.0
k120,139.0,6300.0,185.0,6300.0
k7373,160.0,6301.0,185.0,6301.0
k6444,199.0,6302.0,185.0,6302.0
k1294,219.0,6303.0,185.0,6303.0
k1049,258.0,6311.0,186.0,6311.0
k5094,139.0,6312.0,186.0,6312.0
k6642,179.0,6313.0,186.0,6313.0
k656,258.0,6314.0,186.0,6314.0
k755,139.0,6315.0,186.0,6315.0
k2068,119.0,6322.0,187.0,6322.0
k2430,199.0,6323.0,187.0,6323.0
k7301,318.0,6329.0,187.0,6329.0
k4839,139.0,6330.0,187.0,6330.0
k4002,199.0,6331.0,187.0,6331.0
k6890,159.0,6332.0,187.0,6332.0
k7171,298.0,6344.0,187.0,6344.0
k4730,99.0,6345.0,187.0,6345.0
k4955,239.0,6346.0,187.0,6346.0
k4463,99.0,6347.0,187.0,6347.0
k3186,119.0,6355.0,187.0,6355.0
k3974,238.0,6356.0,187.0,6356.0
k4087,119.0,6357.0,187.0,6357.0
k2292,99.0,6358.0,187.0,6358.0
k1728,397.0,6359.0,187.0,6359.0
k4552,99.0,6362.0,188.0,6362.0
k3425,179.0,6363.0,188.0,6363.0
k4746,278.0,6364.0,188.0,6364.0
k1823,80.0,6365.0,188.0,6365.0
k5946,119.0,6366.0,188.0,6366.0
k4030,99.0,6367.0,188.0,6367.0
k1797,338.0,6373.0,188.0,6373.0
k3988,99.0,6375.0,188.0,6375.0
k731,318.0,6376.0,188.0,6376.0
k5354,278.0,6386.0,189.0,6386.0
k4153,159.0,6387.0,189.0,6387.0
k5573,139.0,6388.0,189.0,6388.0
k5729,379.0,6389.0,189.0,6389.0
k3498,80.0,6390.0,189.0,6390.0
k6948,160.0,6391.0,189.0,6391.0
k6696,199.0,6404.0,189.0,6404.0
k7489,99.0,6405.0,189.0,6405.0
k4871,258.0,6406.0,189.0,6406.0
k0,119.0,6407.0,189.0,6407.0
k4984,139.0,6408.0,189.0,6408.0
k2483,219.0,6409.0,189.0,6409.0
k7166,139.0,6410.0,189.0,6410.0
k4755,319.0,6411.0,189.0,6411.0
k4318,179.0,6427.0,190.0,6427.0
k3597,199.0,6428.0,190.0,6428.0
k6083,99.0,6429.0,190.0,6429.0
k5610,238.0,6431.0,190.0,6431.0
k2585,258.0,6432.0,190.0,6432.0
k4989,139.0,6449.0,191.0,6449.0
k3268,80.0,6450.0,191.0,6450.0
k7182,139.0,6451.0,191.0,6451.0
k4881,119.0,6452.0,191.0,6452.0
k5552,139.0,6455.0,191.0,6455.0
k5128,99.0,6456.0,191.0,6456.0
k6924,119.0,6457.0,191.0,6457.0
k6333,99.0,6458.0,191.0,6458.0
k1063,199.0,6468.0,191.0,6468.0
k4354,159.0,6471.0,191.0,6471.0
k1248,80.0,6472.0,191.0,6472.0
k6070,99.0,6487.0,192.0,6487.0
k6121,99.0,6488.0,192.0,6488.0
k3812,199.0,6489.0,192.0,6489.0
k7398,139.0,6494.0,192.0,6494.0
k1516,298.0,6497.0,192.0,6497.0
k3091,219.0,6498.0,192.0,6498.0
k3368,119.0,6499.0,192.0,6499.0
k1078,159.0,6500.0,192.0,6500.0
k5191,139.0,6501.0,192.0,6501.0
k2016,179.0,6502.0,192.0,6502.0
k4161,139.0,6504.0,193.0,6504.0
k4313,179.0,6505.0,193.0,6505.0
k1739,100.0,6506.0,193.0,6506.0
k3510,80.0,6508.0,193.0,6508.0
k2759,159.0,6509.0,193.0,6509.0
k4568,80.0,6510.0,193.0,6510.0
k927,139.0,6511.0,193.0,6511.0
k7188,139.0,6512.0,193.0,6512.0
k18,99.0,6513.0,193.0,6513.0
k3847,139.0,6514.0,193.0,6514.0
k3117,139.0,6516.0,193.0,6516.0
k4784,159.0,6521.0,193.0,6521.0
k2665,139.0,6523.0,194.0,6523.0
k4293,298.0,6529.0,194.0,6529.0
k3723,80.0,6530.0,194.0,6530.0
k3969,80.0,6531.0,194.0,6531.0
k7130,238.0,6534.0,194.0,6534.0
k1986,160.0,6535.0,194.0,6535.0
k3171,139.0,6536.0,194.0,6536.0
k442,99.0,6579.0,195.0,6579.0
k1413,397.0,6580.0,195.0,6580.0
k3028,199.0,6581.0,195.0,6581.0
k4684,99.0,6582.0,195.0,6582.0
k6962,80.0,6587.0,195.0,6587.0
k3517,119.0,6589.0,195.0,6589.0
k5481,119.0,6592.0,195.0,6592.0
k517,99.0,6593.0,195.0,6593.0
k4171,139.0,6594.0,195.0,6594.0
k6238,179.0,6608.0,196.0,6608.0
k3486,80.0,6614.0,196.0,6614.0
k5669,99.0,6615.0,197.0,6615.0
k2004,99.0,6623.0,197.0,6623.0
k189,159.0,6624.0,197.0,6624.0
k3440,179.0,6625.0,197.0,6625.0
k4782,80.0,6630.0,197.0,6630.0
k5213,119.0,6631.0,197.0,6631.0
k6274,159.0,6632.0,197.0,6632.0
k7259,139.0,6634.0,197.0,6634.0
k1371,119.0,6638.0,197.0,6638.0
k5470,99.0,6646.0,197.0,6646.0
k2831,139.0,6655.0,198.0,6655.0
k5252,258.0,6658.0,198.0,6658.0
k5189,119.0,6659.0,198.0,6659.0
k5938,218.0,6660.0,198.0,6660.0
k6245,139.0,6661.0,198.0,6661.0
k3301,139.0,6662.0,198.0,6662.0
k5060,258.0,6663.0,198.0,6663.0
k3785,139.0,6669.0,198.0,6669.0
k929,139.0,6671.0,198.0,6671.0
k6633,179.0,6681.0,198.0,6681.0
k996,119.0,6689.0,200.0,6689.0
k5379,139.0,6690.0,200.0,6690.0
k4144,159.0,6691.0,200.0,6691.0
k1891,80.0,6692.0,200.0,6692.0
k2017,298.0,6693.0,200.0,6693.0
k5850,80.0,6694.0,200.0,6694.0
k794,139.0,6695.0,200.0,6695.0
k5235,99.0,6696.0,200.0,6696.0
k6306,139.0,6698.0,200.0,6698.0
k4040,99.0,6705.0,200.0,6705.0
k1619,119.0,6714.0,200.0,6714.0
k422,119.0,6726.0,201.0,6726.0
k4143,139.0,6727.0,201.0,6727.0
k6843,139.0,6728.0,201.0,6728.0
k593,99.0,6729.0,201.0,6729.0
k7,80.0,6730.0,201.0,6730.0
k5398,80.0,6734.0,202.0,6734.0
k984,80.0,6735.0,202.0,6735.0
k4167,139.0,6736.0,202.0,6736.0
k5103,80.0,6737.0,202.0,6737.0
k6917,119.0,6738.0,202.0,6738.0
k7353,139.0,6739.0,202.0,6739.0
k5182,80.0,6741.0,202.0,6741.0
k5663,119.0,6742.0,202.0,6742.0
k5625,179.0,6743.0,202.0,6743.0
k284,99.0,6746.0,202.0,6746.0
k7543,119.0,6747.0,202.0,6747.0
k6738,99.0,6748.0,202.0,6748.0
k2185,139.0,6759.0,203.0,6759.0
k5234,80.0,6760.0,203.0,6760.0
k7017,80.0,6761.0,203.0,6761.0
k2018,80.0,6762.0,203.0,6762.0
k923,179.0,6763.0,203.0,6763.0
k7523,119.0,6764.0,203.0,6764.0
k6822,99.0,6765.0,203.0,6765.0
k6784,159.0,6766.0,203.0,6766.0
k5410,99.0,6767.0,203.0,6767.0
k5063,80.0,6770.0,203.0,6770.0
k7114,99.0,6776.0,203.0,6776.0
k3618,119.0,6777.0,203.0,6777.0
k4801,119.0,6778.0,203.0,6778.0
k6983,139.0,6779.0,203.0,6779.0
k4217,139.0,6780.0,203.0,6780.0
k7344,80.0,6781.0,203.0,6781.0
k5531,99.0,6782.0,203.0,6782.0
k6317,80.0,6822.0,204.0,6822.0
k2634,278.0,6823.0,204.0,6823.0
k911,198.0,6824.0,204.0,6824.0
k784,139.0,6830.0,204.0,6830.0
k2994,80.0,6837.0,204.0,6837.0
k1183,80.0,6840.0,205.0,6840.0
k125,119.0,6842.0,205.0,6842.0
k2453,80.0,6845.0,205.0,6845.0
k1022,80.0,6849.0,206.0,6849.0
k6064,139.0,6854.0,206.0,6854.0
k1883,258.0,6855.0,206.0,6855.0
k1930,80.0,6865.0,206.0,6865.0
k5331,80.0,6866.0,206.0,6866.0
k4010,80.0,6871.0,207.0,6871.0
k204,80.0,6882.0,207.0,6882.0
k3687,139.0,6887.0,207.0,6887.0
k5321,99.0,6888.0,207.0,6888.0
k5821,199.0,6889.0,207.0,6889.0
k7475,179.0,6899.0,208.0,6899.0
k2353,119.0,6900.0,208.0,6900.0
k2721,80.0,6901.0,208.0,6901.0
k3307,99.0,6902.0,208.0,6902.0
k2803,80.0,6903.0,208.0,6903.0
k2911,119.0,6907.0,209.0,6907.0
k1269,119.0,6908.0,209.0,6908.0
k232,119.0,6917.0,209.0,6917.0
k3531,139.0,6918.0,209.0,6918.0
k6355,179.0,6919.0,209.0,6919.0
k757,99.0,6922.0,209.0,6922.0
k3400,99.0,6928.0,210.0,6928.0
k88,80.0,6929.0,210.0,6929.0
k476,298.0,6930.0,210.0,6930.0
k709,278.0,6931.0,210.0,6931.0
k1761,99.0,6932.0,210.0,6932.0
k143,99.0,6933.0,210.0,6933.0
k2472,159.0,6934.0,210.0,6934.0
k5629,99.0,6936.0,210.0,6936.0
k7284,80.0,6947.0,210.0,6947.0
k2192,278.0,6958.0,211.0,6958.0
k4868,99.0,6959.0,211.0,6959.0
k3351,298.0,6964.0,211.0,6964.0
k4435,100.0,6965.0,211.0,6965.0
k5405,119.0,6966.0,211.0,6966.0
k475,80.0,6967.0,211.0,6967.0
k7530,179.0,6971.0,212.0,6971.0
k4986,99.0,6972.0,212.0,6972.0
k3726,159.0,6975.0,212.0,6975.0
k2467,159.0,6977.0,212.0,6977.0
k5452,119.0,6978.0,212.0,6978.0
k2711,80.0,6979.0,212.0,6979.0
k6789,159.0,6980.0,212.0,6980.0
k2552,80.0,6981.0,212.0,6981.0
k6273,298.0,6982.0,212.0,6982.0
k3696,457.0,6983.0,212.0,6983.0
k158,119.0,6984.0,212.0,6984.0
k1923,80.0,6985.0,212.0,6985.0
k5605,457.0,6986.0,212.0,6986.0
k1193,80.0,6987.0,212.0,6987.0
k2354,179.0,6992.0,212.0,6992.0
k2009,139.0,7005.0,212.0,7005.0
k2975,80.0,7006.0,212.0,7006.0
k2497,139.0,7007.0,212.0,7007.0
k319,119.0,7008.0,212.0,7008.0
k6878,139.0,7009.0,212.0,7009.0
k534,159.0,7010.0,212.0,7010.0
k7203,179.0,7011.0,212.0,7011.0
k3111,119.0,7012.0,212.0,7012.0
k3423,159.0,7021.0,213.0,7021.0
k2964,99.0,7022.0,213.0,7022.0
k4627,99.0,7029.0,213.0,7029.0
k2045,139.0,7030.0,213.0,7030.0
k508,278.0,7031.0,213.0,7031.0
k2526,80.0,7042.0,214.0,7042.0
k6583,239.0,7044.0,214.0,7044.0
k6830,99.0,7049.0,214.0,7049.0
k7393,99.0,7056.0,214.0,7056.0
k1906,119.0,7057.0,214.0,7057.0
k5077,179.0,7068.0,215.0,7068.0
k3686,80.0,7072.0,215.0,7072.0
k4687,159.0,7073.0,215.0,7073.0
k1466,179.0,7074.0,215.0,7074.0
k3869,99.0,7075.0,215.0,7075.0
k1289,139.0,7076.0,215.0,7076.0
k1844,80.0,7077.0,215.0,7077.0
k5424,159.0,7078.0,215.0,7078.0
k3764,119.0,7085.0,215.0,7085.0
k6808,80.0,7086.0,215.0,7086.0
k1524,80.0,7090.0,215.0,7090.0
k3228,139.0,7091.0,215.0,7091.0
k166,218.0,7096.0,216.0,7096.0
k555,99.0,7101.0,216.0,7101.0
k3906,80.0,7114.0,216.0,7114.0
k7204,80.0,7117.0,216.0,7117.0
k7140,99.0,7119.0,216.0,7119.0
k250,99.0,7121.0,217.0,7121.0
k5653,119.0,7128.0,217.0,7128.0
k3876,179.0,7132.0,217.0,7132.0
k1980,179.0,7133.0,217.0,7133.0
k3218,80.0,7134.0,217.0,7134.0
k4431,139.0,7135.0,217.0,7135.0
k2789,99.0,7136.0,217.0,7136.0
k5666,119.0,7140.0,217.0,7140.0
k1216,278.0,7145.0,218.0,7145.0
k2357,199.0,7146.0,218.0,7146.0
k1259,139.0,7147.0,218.0,7147.0
k3774,318.0,7150.0,219.0,7150.0
k1334,99.0,7151.0,219.0,7151.0
k1650,239.0,7157.0,219.0,7157.0
k4985,199.0,7158.0,219.0,7158.0
k3431,199.0,7159.0,219.0,7159.0
k2062,80.0,7170.0,219.0,7170.0
k4015,179.0,7171.0,219.0,7171.0
k4628,199.0,7172.0,219.0,7172.0
k939,179.0,7173.0,219.0,7173.0
k4510,139.0,7180.0,219.0,7180.0
k11,179.0,7181.0,219.0,7181.0
k2482,179.0,7183.0,220.0,7183.0
k398,99.0,7190.0,220.0,7190.0
k859,199.0,7192.0,220.0,7192.0
k6208,99.0,7193.0,220.0,7193.0
k3866,278.0,7210.0,221.0,7210.0
k7039,99.0,7211.0,221.0,7211.0
k3683,99.0,7212.0,221.0,7212.0
k3406,80.0,7213.0,221.0,7213.0
k2985,139.0,7214.0,221.0,7214.0
k4976,119.0,7229.0,221.0,7229.0
k1085,99.0,7230.0,221.0,7230.0
k3371,139.0,7231.0,221.0,7231.0
k3940,139.0,7232.0,221.0,7232.0
k1709,238.0,7244.0,222.0,7244.0
k277,99.0,7245.0,222.0,7245.0
k1904,99.0,7248.0,222.0,7248.0
k5476,159.0,7249.0,222.0,7249.0
k5807,100.0,7250.0,222.0,7250.0
k4814,139.0,7251.0,222.0,7251.0
k742,179.0,7252.0,222.0,7252.0
k751,119.0,7255.0,222.0,7255.0
k1196,119.0,7260.0,222.0,7260.0
k690,199.0,7261.0,222.0,7261.0
k4035,99.0,7263.0,222.0,7263.0
k1895,179.0,7264.0,222.0,7264.0
k5270,139.0,7265.0,222.0,7265.0
k2001,99.0,7271.0,222.0,7271.0
k4615,139.0,7275.0,223.0,7275.0
k1414,199.0,7282.0,223.0,7282.0
k3102,119.0,7283.0,223.0,7283.0
k5109,298.0,7284.0,223.0,7284.0
k165,278.0,7286.0,223.0,7286.0
k6909,139.0,7287.0,223.0,7287.0
k3350,139.0,7290.0,224.0,7290.0
k2699,179.0,7291.0,224.0,7291.0
k5889,139.0,7292.0,224.0,7292.0
k1633,318.0,7293.0,224.0,7293.0
k4005,139.0,7294.0,224.0,7294.0
k6265,179.0,7295.0,224.0,7295.0
k4231,199.0,7296.0,224.0,7296.0
k4978,119.0,7297.0,224.0,7297.0
k4465,80.0,7298.0,224.0,7298.0
k3441,199.0,7299.0,224.0,7299.0
k1071,99.0,7302.0,224.0,7302.0
k552,259.0,7309.0,224.0,7309.0
k5068,139.0,7310.0,224.0,7310.0
k1884,259.0,7319.0,224.0,7319.0
k3320,119.0,7320.0,224.0,7320.0
k1454,199.0,7322.0,224.0,7322.0
k1542,219.0,7323.0,224.0,7323.0
k3798,99.0,7324.0,224.0,7324.0
k462,239.0,7327.0,225.0,7327.0
k7547,139.0,7328.0,225.0,7328.0
k1407,99.0,7329.0,225.0,7329.0
k1708,139.0,7331.0,225.0,7331.0
k6670,239.0,7333.0,225.0,7333.0
k4020,199.0,7334.0,225.0,7334.0
k5117,99.0,7335.0,225.0,7335.0
k6860,139.0,7347.0,225.0,7347.0
k4058,99.0,7348.0,225.0,7348.0
k3560,199.0,7349.0,225.0,7349.0
k5432,179.0,7350.0,225.0,7350.0
k2522,80.0,7351.0,225.0,7351.0
k7367,199.0,7352.0,225.0,7352.0
k2197,199.0,7353.0,225.0,7353.0
k5161,179.0,7357.0,225.0,7357.0
k547,238.0,7358.0,225.0,7358.0
k1243,298.0,7359.0,225.0,7359.0
k3914,159.0,7360.0,225.0,7360.0
k1976,199.0,7377.0,225.0,7377.0
k2415,99.0,7378.0,225.0,7378.0
k6334,139.0,7379.0,225.0,7379.0
k4370,99.0,7380.0,225.0,7380.0
k402,258.0,7382.0,226.0,7382.0
k3542,219.0,7385.0,226.0,7385.0
k2179,80.0,7386.0,226.0,7386.0
k5967,119.0,7387.0,226.0,7387.0
k300,139.0,7388.0,226.0,7388.0
k4460,318.0,7389.0,226.0,7389.0
k4413,318.0,7391.0,226.0,7391.0
k5198,99.0,7393.0,226.0,7393.0
k6212,179.0,7394.0,226.0,7394.0
k2685,80.0,7396.0,226.0,7396.0
k1810,99.0,7397.0,226.0,7397.0
k615,239.0,7402.0,226.0,7402.0
k7352,298.0,7403.0,226.0,7403.0
k343,139.0,7408.0,226.0,7408.0
k2234,179.0,7409.0,226.0,7409.0
k1643,179.0,7410.0,226.0,7410.0
k1681,119.0,7411.0,226.0,7411.0
k6439,318.0,7414.0,226.0,7414.0
k6374,119.0,7415.0,226.0,7415.0
k1338,80.0,7416.0,226.0,7416.0
k6873,219.0,7417.0,226.0,7417.0
k725,258.0,7419.0,226.0,7419.0
k7595,80.0,7420.0,226.0,7420.0
k4803,258.0,7421.0,226.0,7421.0
k7568,258.0,7422.0,226.0,7422.0
k4659,139.0,7425.0,226.0,7425.0
k2778,179.0,7427.0,227.0,7427.0
k3443,239.0,7434.0,227.0,7434.0
k5369,99.0,7435.0,227.0,7435.0
k4269,99.0,7444.0,227.0,7444.0
k490,159.0,7447.0,227.0,7447.0
k3187,159.0,7448.0,227.0,7448.0
k1402,139.0,7449.0,227.0,7449.0
k7502,179.0,7450.0,227.0,7450.0
k6649,99.0,7451.0,227.0,7451.0
k6613,99.0,7452.0,227.0,7452.0
k4322,199.0,7453.0,227.0,7453.0
k4952,179.0,7454.0,227.0,7454.0
k6819,119.0,7456.0,227.0,7456.0
k6152,99.0,7461.0,227.0,7461.0
k6300,139.0,7462.0,227.0,7462.0
k3344,278.0,7463.0,227.0,7463.0
k2007,278.0,7470.0,227.0,7470.0
k2530,119.0,7471.0,227.0,7471.0
k6369,239.0,7472.0,227.0,7472.0
k3204,139.0,7482.0,228.0,7482.0
k6200,99.0,7483.0,228.0,7483.0
k3543,99.0,7484.0,228.0,7484.0
k1661,238.0,7485.0,228.0,7485.0
k5160,80.0,7486.0,228.0,7486.0
k7227,278.0,7494.0,229.0,7494.0
k4625,160.0,7495.0,229.0,7495.0
k6682,179.0,7504.0,229.0,7504.0
k7492,179.0,7509.0,229.0,7509.0
k164,179.0,7523.0,229.0,7523.0
k5016,179.0,7526.0,229.0,7526.0
k6474,417.0,7540.0,230.0,7540.0
k1982,358.0,7541.0,230.0,7541.0
k3796,139.0,7542.0,230.0,7542.0
k3378,139.0,7543.0,230.0,7543.0
k6711,159.0,7544.0,230.0,7544.0
k994,219.0,7556.0,231.0,7556.0
k5158,219.0,7563.0,231.0,7563.0
k2111,219.0,7564.0,231.0,7564.0
k7113,278.0,7565.0,231.0,7565.0
k2305,119.0,7566.0,231.0,7566.0
k7159,218.0,7567.0,231.0,7567.0
k2735,159.0,7570.0,231.0,7570.0
k1306,238.0,7571.0,231.0,7571.0
k6933,139.0,7574.0,231.0,7574.0
k5297,219.0,7575.0,231.0,7575.0
k3777,258.0,7577.0,231.0,7577.0
k2333,180.0,7587.0,233.0,7587.0
k5869,199.0,7588.0,233.0,7588.0
k6375,139.0,7589.0,233.0,7589.0
k2591,299.0,7597.0,234.0,7597.0
k2818,259.0,7601.0,234.0,7601.0
k70,139.0,7602.0,234.0,7602.0
k5687,259.0,7607.0,234.0,7607.0
k7499,139.0,7608.0,234.0,7608.0
k7567,99.0,7610.0,234.0,7610.0
k4210,100.0,7615.0,235.0,7615.0
k7471,99.0,7616.0,235.0,7616.0
k3222,218.0,7617.0,235.0,7617.0
k5571,119.0,7620.0,235.0,7620.0
k3082,99.0,7621.0,235.0,7621.0
k5658,80.0,7622.0,235.0,7622.0
k3169,99.0,7623.0,235.0,7623.0
k6049,278.0,7630.0,235.0,7630.0
k178,198.0,7631.0,235.0,7631.0
k2507,338.0,7632.0,235.0,7632.0
k3971,278.0,7633.0,235.0,7633.0
k4682,139.0,7641.0,236.0,7641.0
k7403,139.0,7642.0,236.0,7642.0
k1150,139.0,7643.0,236.0,7643.0
k4613,199.0,7644.0,236.0,7644.0
k2643,179.0,7645.0,236.0,7645.0
k6865,99.0,7646.0,236.0,7646.0
k5783,199.0,7648.0,236.0,7648.0
k4776,179.0,7649.0,236.0,7649.0
k4588,258.0,7650.0,236.0,7650.0
k3836,279.0,7651.0,236.0,7651.0
k3576,119.0,7654.0,236.0,7654.0
k1205,218.0,7655.0,236.0,7655.0
k4373,99.0,7696.0,237.0,7696.0
k7051,199.0,7697.0,237.0,7697.0
k420,139.0,7698.0,237.0,7698.0
k727,179.0,7702.0,238.0,7702.0
k7132,139.0,7703.0,238.0,7703.0
k5156,99.0,7704.0,238.0,7704.0
k6100,80.0,7710.0,238.0,7710.0
k2638,99.0,7717.0,238.0,7717.0
k5176,139.0,7718.0,238.0,7718.0
k1861,139.0,7722.0,238.0,7722.0
k5583,179.0,7724.0,238.0,7724.0
k3593,179.0,7725.0,238.0,7725.0
k4471,338.0,7730.0,239.0,7730.0
k844,139.0,7732.0,239.0,7732.0
k5559,159.0,7733.0,239.0,7733.0
k6714,159.0,7737.0,239.0,7737.0
k49,258.0,7748.0,239.0,7748.0
k3554,199.0,7749.0,239.0,7749.0
k3085,179.0,7750.0,239.0,7750.0
k3948,159.0,7751.0,239.0,7751.0
k4711,199.0,7752.0,239.0,7752.0
k7462,159.0,7759.0,239.0,7759.0
k2668,139.0,7760.0,239.0,7760.0
k1684,80.0,7761.0,239.0,7761.0
k530,119.0,7762.0,239.0,7762.0
k1579,139.0,7763.0,239.0,7763.0
k986,338.0,7764.0,239.0,7764.0
k1863,80.0,7765.0,239.0,7765.0
k145,100.0,7766.0,239.0,7766.0
k7578,159.0,7767.0,239.0,7767.0
k5123,99.0,7768.0,239.0,7768.0
k51,159.0,7773.0,239.0,7773.0
k2112,99.0,7775.0,240.0,7775.0
k648,119.0,7776.0,240.0,7776.0
k954,437.0,7780.0,240.0,7780.0
k4059,99.0,7783.0,240.0,7783.0
k1544,119.0,7784.0,240.0,7784.0
k2409,139.0,7785.0,240.0,7785.0
k298,159.0,7786.0,240.0,7786.0
k7368,179.0,7787.0,240.0,7787.0
k3435,139.0,7788.0,240.0,7788.0
k3121,119.0,7794.0,240.0,7794.0
k5108,179.0,7798.0,240.0,7798.0
k2470,139.0,7799.0,240.0,7799.0
